event_id,gps_time,mass_1,mass_2,mass_total,distance_mpc,redshift,snr,efficiency,chi_eff,max_epsilon,final_state,mode_parity,doppler_shift_hz,frequency_observed,v_total_kms,topology_conserved
H1L1V1-GSTLAL_AllSky-1239179057-1.xml,1239179057.0,13.067266015733313,10.504492619187289,23.571758634920602,2431.41444192714,0.01,9.142749439619156,0.04215513514927949,0.7678285923692736,0.06813661477572872,Klein_relajada,-1,50.0,55.68,170385.21095451465,True
H1L1V1-GSTLAL_AllSky-1239198206-1.xml,1239198206.0,50.111152897376456,12.995885531218143,63.1070384285946,3761.074198200197,0.01,7.6768334289609585,0.02037364720610811,-0.1604729948163659,0.07402696800016056,Klein_relajada,-1,50.0,55.68,263818.87571308756,True
H1L1V1-GSTLAL_AllSky-1239227262-1.xml,1239227262.0,29.210760930126316,12.788543299760406,41.99930422988672,3426.8898770120018,0.01,9.024952732287215,0.027512098819132136,-0.03085595092146165,0.07821175261989063,Klein_relajada,-1,50.0,55.68,239399.2357893743,True
H1L1V1-GSTLAL_AllSky-1239283789-1.xml,1239283789.0,40.518186105122005,17.278825330504567,57.79701143562657,624.2976548115848,0.01,7.220075878424508,0.02705784684998059,0.050009291691985425,0.08468405430418144,Klein_relajada,-1,30.789729022852207,36.469729022852206,43921.163976697295,True
H1L1V1-GSTLAL_AllSky-1239393890-1.xml,1239393890.0,42.26286221184872,26.115847497328197,68.37870970917692,500.0,0.01,8.398493477550836,0.034717537933345574,0.3102556498110025,0.14953142527484334,Klein_deformada,0,24.835772276115627,30.515772276115626,35952.55207117281,True
H1L1V1-GSTLAL_AllSky-1239491655-1.xml,1239491655.0,28.442197540808518,11.858692014275356,40.30088955508387,500.0,0.01,8.87626591860913,0.02667760305406873,0.38887840303710275,0.07157362383909822,Klein_relajada,-1,24.606903984044767,30.286903984044766,35569.309220096635,True
H1L1V1-GSTLAL_AllSky-1239534693-1.xml,1239534693.0,29.69597616566058,17.75814534085801,47.45412150651859,2605.103219863972,0.01,6.784909726276174,0.03391993479762141,0.539112333086895,0.0819095016848202,Klein_relajada,-1,50.0,55.68,182033.35673686693,True
H1L1V1-GSTLAL_AllSky-1239543370-1.xml,1239543370.0,50.809644910782104,27.523620486549582,78.33326539733169,823.7723187592841,0.01,8.93944369207189,0.0316680282138393,-0.462751289425592,0.16631790685338801,Klein_deformada,0,41.062584946515614,46.74258494651561,58101.02876721048,True
H1L1V1-GSTLAL_AllSky-1239550519-1.xml,1239550519.0,36.86200819820591,23.15608123893302,60.01808943713893,1498.538896146736,0.01,6.001314867434185,0.03512731386138646,0.7853426882752625,0.09489313268466186,Klein_relajada,-1,50.0,55.68,104774.24232366637,True
H1L1V1-GSTLAL_AllSky-1239788217-1.xml,1239788217.0,72.23060165206678,23.8771921876915,96.10779383975827,500.0,0.01,6.057417293416898,0.023222756915528633,-0.24274152960402018,0.10139607426414332,Klein_deformada,-1,24.606903984044767,30.286903984044766,35107.11634461009,True
H1L1V1-GSTLAL_AllSky-1239855472-1.xml,1239855472.0,51.02407387973955,39.41436070235666,90.4384345820962,1290.2562234424875,0.01,6.617580684709916,0.04089863878392287,0.3542767341657952,0.18357874591760098,Klein_deformada,0,50.0,55.68,90224.24040630065,True
H1L1V1-GSTLAL_AllSky-1239883947-1.xml,1239883947.0,58.293793625121104,56.44547972512799,114.73927335024909,2976.2914411161346,0.01,6.300715864838775,0.048731725087662436,-0.28632217296482954,0.2642256891668925,Klein_extrema,1,50.0,55.68,208141.21736191987,True
H1L1V1-GSTLAL_AllSky-1239883999-1.xml,1239883999.0,68.52864104647504,34.417283148320095,102.94592419479514,505.5503232737348,0.01,9.413005089910348,0.030089283909761955,0.3260153018429388,0.21868075564053946,Klein_extrema,1,25.344897808184495,31.024897808184495,36186.0579732403,True
H1L1V1-GSTLAL_AllSky-1239886944-1.xml,1239886944.0,15.516120213062964,12.776677371220789,28.292797584283754,1577.605883061462,0.01,6.0041800450568585,0.04293781485519596,0.7396537978878976,0.05470547605780482,Klein_relajada,-1,50.0,55.68,110826.81286063688,True
H1L1V1-GSTLAL_AllSky-1239891926-1.xml,1239891926.0,43.8421592794473,27.52043288003508,71.36259215948238,1988.932243482785,0.01,8.904847256678545,0.03510864732242907,0.22844731392105222,0.16732947632857825,Klein_deformada,0,50.0,55.68,139183.27009121925,True
H1L1V1-GSTLAL_AllSky-1239917954-1.xml,1239917954.0,30.78369046361187,12.20976635550777,42.993456819119636,1055.3355551996292,0.01,9.015086546398454,0.025865240549946968,-0.140825587234507,0.07518826281422045,Klein_relajada,-1,50.0,55.68,74386.90866108313,True
H1L1V1-GSTLAL_AllSky-1239937367-1.xml,1239937367.0,53.42603453720214,36.02429254499376,89.45032708219591,2712.1782261341714,0.01,8.284774465141624,0.036971339240915564,-0.007734322952924422,0.2054892320751053,Klein_extrema,1,50.0,55.68,190463.33619317465,True
H1L1V1-GSTLAL_AllSky-1239976056-1.xml,1239976056.0,65.51194409567746,40.25176327959379,105.76370737527125,924.9237815866068,0.01,8.596351347000265,0.03457674784970983,0.24088322323392009,0.23577417270744286,Klein_extrema,1,46.52068202085672,52.20068202085672,64870.17714838921,True
H1L1V1-GSTLAL_AllSky-1239990500-1.xml,1239990500.0,18.871375250631537,17.682088441066092,36.55346369169763,2036.537867362071,0.01,8.46730851891118,0.047479172993445416,-0.11446744569939771,0.11021439700426627,Klein_deformada,0,50.0,55.68,141924.48439926826,True
H1L1V1-GSTLAL_AllSky-1240055015-1.xml,1240055015.0,70.87425066119458,29.163068706644687,100.03731936783927,1621.5634261990272,0.01,7.993355018947147,0.026459048771354243,0.24643223780258072,0.15868162460708032,Klein_deformada,0,50.0,55.68,114162.55014447847,True
H1L1V1-GSTLAL_AllSky-1240155151-1.xml,1240155151.0,41.39667672558187,17.314141577440502,58.71081830302237,1261.682523610091,0.01,7.261030828562283,0.02672998215988763,0.0054427089391752,0.0854626482985241,Klein_relajada,-1,50.0,55.68,87546.15558598418,True
H1L1V1-GSTLAL_AllSky-1240164426-1.xml,1240164426.0,20.94479576224766,20.67835598588945,41.62315174813711,1279.631863128302,0.01,8.864533143551,0.049491158033942814,0.38418847820795654,0.13695557315921353,Klein_deformada,0,50.0,55.68,89606.77834165012,True
H1L1V1-GSTLAL_AllSky-1240215503-1.xml,1240215503.0,36.409195371224804,34.72780027754527,71.13699564877007,2461.905586250687,0.01,8.654709252513864,0.0481527797288172,0.23337658451791665,0.22234666943133094,Klein_extrema,1,50.0,55.68,173068.0475422546,True
H1L1V1-GSTLAL_AllSky-1240233548-1.xml,1240233548.0,18.38680999877202,13.818696532566655,32.20550653133867,2541.605951559459,0.01,6.578888637208748,0.04006219465690797,0.19388706009824175,0.06366176416152262,Klein_relajada,-1,50.0,55.68,177738.02744519888,True
H1L1V1-GSTLAL_AllSky-1240290694-1.xml,1240290694.0,63.71812303783968,47.41730366854409,111.13542670638378,704.2359275539836,0.01,9.400203366726135,0.03976691804960095,0.3555512294098423,0.31158243600472807,Klein_extrema,1,35.37730066774761,41.05730066774761,49025.02271893317,True
H1L1V1-GSTLAL_AllSky-1240325074-1.xml,1240325074.0,47.47495820251724,41.84843767422488,89.32339587674213,2600.996248335244,0.01,7.167421032220055,0.045259378214265365,-0.4272785760605148,0.21731914563153593,Klein_extrema,1,50.0,55.68,181799.48698808032,True
H1L1V1-GSTLAL_AllSky-1240327333-1.xml,1240327333.0,37.70182620577414,10.50281953138836,48.2046457371625,2056.4274591782937,0.01,9.101750821667101,0.021143035325731592,-0.19619593351746117,0.06957327319721845,Klein_relajada,-1,50.0,55.68,143385.29825031507,True
H1L1V1-GSTLAL_AllSky-1240352617-1.xml,1240352617.0,38.7729333842675,18.550528588831227,57.32346197309873,1103.8342805376953,0.01,9.168830838220707,0.029137606541122095,0.010270773338819095,0.11485806864411371,Klein_deformada,0,50.0,55.68,76507.81030977871,True
H1L1V1-GSTLAL_AllSky-1240399040-1.xml,1240399040.0,59.579106173060936,26.04082424192676,85.61993041498769,500.0,0.01,7.164170947277288,0.02748319228978382,0.5986226514674564,0.12643556411613613,Klein_deformada,0,24.835772276115627,30.515772276115626,35794.39945848608,True
H1L1V1-GSTLAL_AllSky-1240620590-1.xml,1240620590.0,28.723455429854244,16.36797547763757,45.09143090749181,1194.9864681221195,0.01,6.556473080418738,0.03279388079558871,-0.0888961756174339,0.07271405706752782,Klein_relajada,-1,50.0,55.68,83364.5102677212,True
H1L1V1-GSTLAL_AllSky-1240630609-1.xml,1240630609.0,17.93139551413533,17.055986475329505,34.987381989464836,750.0928744854804,0.01,7.642945452708818,0.04804720377035744,0.2636710408372718,0.09636106426475992,Klein_relajada,-1,37.047046066693596,42.727046066693596,53299.90985743747,True
H1L1V1-GSTLAL_AllSky-1240630634-1.xml,1240630634.0,20.038993180991067,16.60396092800792,36.642954108998985,1144.2525227097276,0.01,7.748967636739517,0.04314330371399775,0.5315600551538093,0.09187746149385204,Klein_relajada,-1,50.0,55.68,79654.0993734855,True
H1L1V1-GSTLAL_AllSky-1240651041-1.xml,1240651041.0,35.4544248669442,30.310771471775244,65.76519633871945,3112.2525736876687,0.01,7.14604649677856,0.044196884124368216,0.7342892334703341,0.1557811389716902,Klein_deformada,0,50.0,55.68,217469.66298853484,True
H1L1V1-GSTLAL_AllSky-1240837251-1.xml,1240837251.0,53.249626561098125,21.855549488432708,75.10517604953083,1356.5151811864914,0.01,7.31230601555084,0.026417429304114164,-0.22414629522020996,0.1088118123258373,Klein_deformada,0,50.0,55.68,95512.2399544482,True
H1L1V1-GSTLAL_AllSky-1240842666-1.xml,1240842666.0,17.212473557584296,15.807580156401027,33.02005371398532,2205.201982573211,0.01,6.098216064143374,0.046735173718098794,-0.11393500094347009,0.07058065880643073,Klein_relajada,-1,50.0,55.68,154684.31798478094,True
H1L1V1-GSTLAL_AllSky-1240935112-1.xml,1240935112.0,65.94522359844545,28.04945984180813,93.99468344025358,2119.3548181684423,0.01,8.760844647730782,0.027013793152090758,-0.4301108714305179,0.16683843305866825,Klein_deformada,0,50.0,55.68,147398.86669857515,True
H1L1V1-GSTLAL_AllSky-1240935340-1.xml,1240935340.0,15.107096152807637,14.93926859881378,30.046364751621418,1514.3674755234413,0.01,7.558708761080622,0.049555632525810946,-0.43842925642467345,0.08440998722057869,Klein_relajada,-1,50.0,55.68,105760.58530787421,True
H1L1V1-GSTLAL_AllSky-1240944862-1.xml,1240944862.0,15.911382602051114,10.510059492257486,26.421442094308603,1084.4332725507525,0.01,7.819188803450455,0.03642148644179457,0.2927608621417126,0.05643352097921167,Klein_relajada,-1,50.0,55.68,76094.3710136253,True
H1L1V1-GSTLAL_AllSky-1240978573-1.xml,1240978573.0,16.12737589700291,12.243273727480515,28.370649624483427,2557.6244430864417,0.01,6.598221256160431,0.040366437306780426,0.5420953434940918,0.05667321352126752,Klein_relajada,-1,50.0,55.68,179157.4260534786,True
H1L1V1-GSTLAL_AllSky-1241108686-1.xml,1241108686.0,49.68282844561516,17.230931621473047,66.9137600670882,500.0,0.01,8.0200567520116,0.023872746106099595,0.3812021575908161,0.0960852045098737,Klein_relajada,0,24.835772276115627,30.515772276115626,35242.733465366124,True
H1L1V1-GSTLAL_AllSky-1241208674-1.xml,1241208674.0,27.537314395320056,13.639931950027195,41.17724634534725,3469.0803076915377,0.01,6.396635211535223,0.029813016991003728,-0.0291659799095077,0.058894681296703916,Klein_relajada,-1,50.0,55.68,243556.0733962129,True
H1L1V1-GSTLAL_AllSky-1241228096-1.xml,1241228096.0,44.54354634708102,27.49181826583161,72.03536461291263,1221.4670100879744,0.01,7.710856012410925,0.03468758823252804,0.7770170399850136,0.14450528163296114,Klein_deformada,0,50.0,55.68,85470.07276759502,True
H1L1V1-GSTLAL_AllSky-1241263448-1.xml,1241263448.0,28.74689453759137,25.68957118316688,54.43646572075825,5000.0,0.01,8.393595619711277,0.04574587321016324,-0.29573207606287405,0.1567657370033632,Klein_deformada,0,50.0,55.68,350431.9131730649,True
H1L1V1-GSTLAL_AllSky-1241264117-1.xml,1241264117.0,38.892001484296095,32.199446772822256,71.09144825711834,1230.092559661807,0.01,8.692155627667848,0.04311678035991419,0.5078172614042626,0.19982620569103013,Klein_deformada,1,50.0,55.68,86429.48185222695,True
H1L1V1-GSTLAL_AllSky-1241318316-1.xml,1241318316.0,47.19950785646127,26.020750731987007,73.22025858844827,1236.909445274425,0.01,8.801507415944327,0.03205171359931878,0.6539058609296424,0.15491762644536647,Klein_deformada,0,50.0,55.68,86144.42129141421,True
H1L1V1-GSTLAL_AllSky-1241418140-1.xml,1241418140.0,66.08887581637696,50.162450821666766,116.25132663804372,1177.9119914268902,0.01,8.959226256054752,0.04036060166073299,-0.04251131350197168,0.31527339042879743,Klein_extrema,1,50.0,55.68,83017.34010206949,True
H1L1V1-GSTLAL_AllSky-1241419760-1.xml,1241419760.0,69.8225447275571,54.72307111560685,124.54561584316394,500.0,0.01,9.422234042636262,0.04134980045722058,0.4892953502922609,0.3639292928720291,Klein_extrema,1,25.0646405681865,30.7446405681865,35416.98004152925,True
H1L1V1-GSTLAL_AllSky-1241577622-1.xml,1241577622.0,21.986247129606483,14.626638718664772,36.612885848271254,1167.024545323183,0.01,7.57280364019898,0.03661052362859812,0.04114520675003397,0.07613035612338064,Klein_relajada,-1,50.0,55.68,81262.67654463813,True
H1L1V1-GSTLAL_AllSky-1241587773-1.xml,1241587773.0,22.043918730270974,17.977042534954997,40.02096126522597,597.2126655857357,0.01,7.22313400086977,0.04262041156097841,-0.47278501756621005,0.0924042805672038,Klein_relajada,-1,29.44246507153104,35.12246507153104,41323.44358232405,True
H1L1V1-GSTLAL_AllSky-1241634009-1.xml,1241634009.0,49.671546141013145,28.342190476864797,78.01373661787794,712.808983080136,0.01,8.55939163518055,0.032823682916093506,-0.03538297298028603,0.1643851376868144,Klein_deformada,0,35.50132736820198,41.18132736820198,49597.037676662534,True
H1L1V1-GSTLAL_AllSky-1241676985-1.xml,1241676985.0,64.80169959513638,60.73520518581799,125.53690478095437,1772.0308945908691,0.01,8.64440920573996,0.04748988410197587,-0.34446910672773867,0.3865174510023904,Klein_extrema,1,50.0,55.68,124195.7718960235,True
H1L1V1-GSTLAL_AllSky-1241710671-1.xml,1241710671.0,66.93833024945633,64.99445514256729,131.93278539202362,1299.4341022194997,0.01,8.543176859484326,0.048838408368033756,0.45299639003840264,0.4128524763886301,Klein_extrema,1,50.0,55.68,91786.7041100989,True
H1L1V1-GSTLAL_AllSky-1241719652-1.xml,1241719652.0,47.57171356236876,13.32821300092269,60.899926563291444,1722.8656784684913,0.01,7.668499742361121,0.021206838688666345,0.4800145514705022,0.07427871338940105,Klein_relajada,-1,50.0,55.68,120526.73662925087,True
H1L1V1-GSTLAL_AllSky-1241816086-1.xml,1241816086.0,55.69139435526209,22.840608325907837,78.53200268116993,2128.906731707598,0.01,6.972451719206237,0.0264051258477781,0.34712141374736594,0.10843804856921785,Klein_deformada,0,50.0,55.68,149411.92545096335,True
H1L1V1-GSTLAL_AllSky-1241850801-1.xml,1241850801.0,62.62914903228647,40.600008886397006,103.22915791868348,849.7832482991957,0.01,7.8475801585721525,0.035930423461744285,-0.33822507825346027,0.21830402551835465,Klein_extrema,1,42.72654653855768,48.40654653855768,60110.50019296735,True
H1L1V1-GSTLAL_AllSky-1241852074-1.xml,1241852074.0,70.94561673318621,38.77166295340152,109.71727968658773,822.7696839392364,0.01,7.749099070874289,0.03185993426441823,-0.215674809935674,0.2031572770772824,Klein_extrema,1,41.362527432525276,47.042527432525276,57774.290708802786,True
H1L1V1-GSTLAL_AllSky-1241912955-1.xml,1241912955.0,20.689902706532514,17.038131869554388,37.7280345760869,1710.1644392218832,0.01,8.854769519947798,0.042939994182137675,0.5530750505315045,0.10758821137262037,Klein_deformada,0,50.0,55.68,119651.12640806065,True
H1L1V1-GSTLAL_AllSky-1241940902-1.xml,1241940902.0,53.354786163713754,15.5159578632674,68.87074402698116,787.5585726713301,0.01,6.424235209985761,0.021632289418728627,0.22297625278861322,0.0717827275402935,Klein_relajada,-1,38.910668169548316,44.590668169548316,54943.82813033466,True
H1L1V1-GSTLAL_AllSky-1241956664-1.xml,1241956664.0,28.750664556033577,28.33856415446493,57.0892287104985,1772.4999646051465,0.01,7.404125984067317,0.049426656172394924,-0.29236147422731007,0.1566933152511889,Klein_deformada,0,50.0,55.68,124570.42220606704,True
H1L1V1-GSTLAL_AllSky-1241959580-1.xml,1241959580.0,22.13836510045582,14.852031536359494,36.99039663681532,5000.0,0.01,9.163001735220996,0.03683492022823979,-0.10615934974666097,0.0936370566950842,Klein_relajada,0,50.0,55.68,350640.5819087241,True
H1L1V1-GSTLAL_AllSky-1242107479-1.xml,1242107479.0,54.63160065054743,39.048241608053345,93.67984225860079,1993.2985250171012,0.01,6.5043387428052934,0.038590223345515005,-0.2891830534741704,0.1763550325075191,Klein_deformada,0,50.0,55.68,138989.76560073826,True
H1L1V1-GSTLAL_AllSky-1242139414-1.xml,1242139414.0,49.66711729336117,26.654102285069758,76.32121957843093,500.0,0.01,9.307449029538216,0.03146619633882598,-0.4351628247974053,0.16764147746819463,Klein_deformada,1,25.0646405681865,30.7446405681865,35494.420003333435,True
H1L1V1-GSTLAL_AllSky-1242279434-1.xml,1242279434.0,43.07644069863087,35.17123032349103,78.24767102212189,5000.0,0.01,7.237303034389999,0.042659365307875965,-0.3849419704373079,0.18118566340365377,Klein_deformada,0,50.0,55.68,350494.5672685984,True
H1L1V1-GSTLAL_AllSky-1242290807-1.xml,1242290807.0,34.57715186409491,16.190967881725676,50.768119745820584,4212.640095708513,0.01,8.46374197043832,0.0287302504791188,-0.3208173375811324,0.09258788629419891,Klein_relajada,0,50.0,55.68,295237.1979564947,True
H1L1V1-GSTLAL_AllSky-1242315362-1.xml,1242315362.0,42.69449327243409,35.529117196286464,78.22361046872055,615.8242247309039,0.01,8.066640469611446,0.04328683815926774,-0.17691595099967394,0.2048555270942984,Klein_extrema,1,30.91305262403928,36.59305262403928,43416.7595211866,True
H1L1V1-GSTLAL_AllSky-1242369559-1.xml,1242369559.0,18.138876861448953,14.662984445836955,32.801861307285904,691.6386167782601,0.01,7.345289534595398,0.042334933541559226,-0.4125310858461721,0.07650107766906733,Klein_relajada,-1,34.13940916296483,39.81940916296483,48007.742357554795,True
H1L1V1-GSTLAL_AllSky-1242420354-1.xml,1242420354.0,15.808071178615089,15.304062209711962,31.112133388327052,1111.2735969051566,0.01,6.39863053996874,0.048724679404063054,0.7575010780683598,0.07274900876779604,Klein_relajada,-1,50.0,55.68,77837.2477905918,True
H1L1V1-GSTLAL_AllSky-1242442967-1.xml,1242442967.0,19.891849115522504,17.098342491933487,36.99019160745599,2928.7915100049368,0.01,9.136727577688214,0.044382610470518565,0.3173414146525708,0.11249969969956292,Klein_deformada,0,50.0,55.68,204397.66210803803,True
H1L1V1-GSTLAL_AllSky-1242456568-1.xml,1242456568.0,41.89460789929985,21.16691542405399,63.06152332335384,5000.0,0.01,6.302471767310596,0.03020967994251856,0.0684396732091126,0.09004980025866173,Klein_relajada,-1,50.0,55.68,349384.2178384469,True
H1L1V1-GSTLAL_AllSky-1242459857-1.xml,1242459857.0,61.1192185935553,48.69959363975963,109.81881223331493,1755.0668185224608,0.01,7.610644920148152,0.04187186928132274,0.2592895523230322,0.262471295711744,Klein_extrema,1,50.0,55.68,123136.30508280356,True
H1L1V1-GSTLAL_AllSky-1242510975-1.xml,1242510975.0,17.308257054242166,17.159959977442618,34.46821703168479,790.9348263459502,0.01,6.467703746463282,0.0496572801609433,0.7911696276170896,0.08302581160193392,Klein_relajada,-1,39.07861008115115,44.75861008115115,55385.44514271439,True
H1L1V1-GSTLAL_AllSky-1242565015-1.xml,1242565015.0,12.687487499570214,11.330525849199562,24.018013348769777,4115.070899312154,0.01,6.21697348214581,0.045721890089218634,-0.33014297507428847,0.05120372253103513,Klein_relajada,-1,50.0,55.68,287680.60672225105,True
H1L1V1-GSTLAL_AllSky-1242566558-1.xml,1242566558.0,15.549568486493483,15.42949601957317,30.979064506066653,4254.370875030428,0.01,8.3018833160118,0.04969112334654275,-0.40205698588376826,0.09584842969813169,Klein_relajada,0,50.0,55.68,297029.7493240064,True
H1L1V1-GSTLAL_AllSky-1242571165-1.xml,1242571165.0,50.55869475411067,35.55970714567984,86.11840189979051,2541.6933142780545,0.01,7.970476411121879,0.038133405989709546,0.2559312302041895,0.19631211563663803,Klein_deformada,1,50.0,55.68,177365.12335518093,True
H1L1V1-GSTLAL_AllSky-1242588150-1.xml,1242588150.0,24.447626813334015,16.595821189779585,41.043448003113596,1420.286512060022,0.01,7.750252744363906,0.037153263286443874,-0.28915260494914585,0.08863758855500244,Klein_relajada,-1,50.0,55.68,98498.94710342193,True
H1L1V1-GSTLAL_AllSky-1242632879-1.xml,1242632879.0,28.21522555682782,10.591397301543699,38.80662285837152,1694.9148102744248,0.01,8.46570920281895,0.02501515170270284,0.5574092796853793,0.061635879964080084,Klein_relajada,-1,50.0,55.68,118603.2898685076,True
H1L1V1-GSTLAL_AllSky-1242717927-1.xml,1242717927.0,67.68131043828842,48.36712281166733,116.04843324995575,2169.5408526292026,0.01,6.041128942573365,0.038585216508636194,0.03117284728882519,0.20288016613919202,Klein_extrema,0,50.0,55.68,151825.51523035447,True
H1L1V1-GSTLAL_AllSky-1242729611-1.xml,1242729611.0,63.56834520376864,10.951843327424632,74.52018853119327,741.9864859840093,0.01,7.183060622344358,0.016891381735559385,0.5546892863260684,0.06781252520128543,Klein_relajada,-1,36.64381736638408,42.32381736638408,52790.54471213424,True
H1L1V1-GSTLAL_AllSky-1242753325-1.xml,1242753325.0,51.26343811030075,18.24054189610127,69.50398000640202,1634.5780827069975,0.01,8.518180217563232,0.024232788567051695,-0.1543013771923657,0.1076022009979543,Klein_deformada,0,50.0,55.68,114837.79133030547,True
H1L1V1-GSTLAL_AllSky-1242755794-1.xml,1242755794.0,76.72277829480895,10.067141213437852,86.7899195082468,881.9611854709473,0.01,9.261763520112932,0.015248580115154143,0.5766098911052673,0.09192923430783297,Klein_relajada,0,43.97889305849796,49.65889305849796,61664.608817318716,True
H1L1V1-GSTLAL_AllSky-1242794162-1.xml,1242794162.0,17.061422713227127,16.5667925122155,33.62821522544263,1135.955583113946,0.01,7.831333388625146,0.04884035415023589,0.6204902748933401,0.09646718350871913,Klein_relajada,0,50.0,55.68,80237.47678819014,True
H1L1V1-GSTLAL_AllSky-1242808754-1.xml,1242808754.0,70.03531015242034,52.36710788092586,122.4024180333462,1137.9723322944767,0.01,8.632124784457698,0.03990897463976811,0.01511666220472141,0.3162565582632371,Klein_extrema,1,50.0,55.68,79929.17399970372,True
H1L1V1-GSTLAL_AllSky-1242837242-1.xml,1242837242.0,32.2371899182016,11.405577541978836,43.64276746018044,885.9232154911915,0.01,7.964005353493671,0.024152074136634442,0.702342541107825,0.0629592465295708,Klein_relajada,-1,43.80353101142476,49.48353101142476,61761.26591994649,True
