event_id,gps_time,mass_1,mass_2,mass_total,distance_mpc,redshift,snr,efficiency,chi_eff,max_epsilon,final_state,mode_parity,combined_factor,doppler_shift_hz,frequency_observed,v_total_kms,v_peculiar_c,beta,doppler_factor,klein_scale_correction,topology_conserved,doppler_realistic,beta_physical
H1L1V1-GSTLAL_AllSky-1239393890-1.xml,1239393890.0,47.29778538631733,23.113808003304975,70.41159338962231,598.8964491214052,0.37450756950859354,6.947953344187937,0.029547475903589783,0.24560258535864887,0.1084133380028498,Klein_deformada,0,0.12554180238857957,-0.0748987959798928,5.605101204020107,42552.15644500236,0.05,0.05,0.9868135922570611,1.0000011001157392,True,True,False
H1L1V1-GSTLAL_AllSky-1239283789-1.xml,1239283789.0,58.14362349474702,42.99072317196216,101.13434666670918,2097.4244812078055,0.24530835752225016,7.874052476832059,0.039575537668956016,0.6473672803752724,0.23636603242762694,Klein_extrema,1,0.31019309051262045,-0.10317199072208005,5.57682800927792,147430.4408044617,0.05,0.05,0.9818359171263944,1.0000038527690174,True,True,False
H1L1V1-GSTLAL_AllSky-1239491655-1.xml,1239491655.0,44.76107061380949,35.975002099324485,80.73607271313398,774.7463147226567,0.3882036610882437,9.067984101225305,0.0421484733103999,-0.33927324296578715,0.23143097326089337,Klein_extrema,1,0.34976873101014655,-0.025403538320628805,5.654596461679371,53530.91256017389,0.05,0.05,0.9955275460703118,1.0000014231351948,True,True,False
H1L1V1-GSTLAL_AllSky-1239534693-1.xml,1239534693.0,44.76107061380949,35.975002099324485,80.73607271313398,774.7463147226567,0.3882036610882437,9.067984101225305,0.0421484733103999,-0.33927324296578715,0.23143097326089337,Klein_extrema,1,0.34976873101014655,-0.025403538320628805,5.654596461679371,53530.91256017389,0.05,0.05,0.9955275460703118,1.0000014231351948,True,True,False
H1L1V1-GSTLAL_AllSky-1239543370-1.xml,1239543370.0,47.29778538631733,23.113808003304975,70.41159338962231,598.8964491214052,0.37450756950859354,6.947953344187937,0.029547475903589783,0.24560258535864887,0.1084133380028498,Klein_deformada,0,0.12554180238857957,-0.0748987959798928,5.605101204020107,42552.15644500236,0.05,0.05,0.9868135922570611,1.0000011001157392,True,True,False
H1L1V1-GSTLAL_AllSky-1239788217-1.xml,1239788217.0,44.76107061380949,35.975002099324485,80.73607271313398,774.7463147226567,0.3882036610882437,9.067984101225305,0.0421484733103999,-0.33927324296578715,0.23143097326089337,Klein_extrema,1,0.34976873101014655,-0.025403538320628805,5.654596461679371,53530.91256017389,0.05,0.05,0.9955275460703118,1.0000014231351948,True,True,False
H1L1V1-GSTLAL_AllSky-1239550519-1.xml,1239550519.0,44.76107061380949,35.975002099324485,80.73607271313398,774.7463147226567,0.3882036610882437,9.067984101225305,0.0421484733103999,-0.33927324296578715,0.23143097326089337,Klein_extrema,1,0.34976873101014655,-0.025403538320628805,5.654596461679371,53530.91256017389,0.05,0.05,0.9955275460703118,1.0000014231351948,True,True,False
H1L1V1-GSTLAL_AllSky-1239883947-1.xml,1239883947.0,27.77759519012242,11.273232013522025,39.050827203644445,1023.9421657358113,0.24854780054600306,9.097826171343161,0.026233560805192714,-0.4295774157995662,0.06990148134399542,Klein_relajada,0,0.10599192106450953,-0.14294755852680385,5.537052441473196,71485.23903557367,0.05,0.05,0.9748331763157035,1.0000018808842401,True,True,False
H1L1V1-GSTLAL_AllSky-1239855472-1.xml,1239855472.0,47.29778538631733,23.113808003304975,70.41159338962231,598.8964491214052,0.37450756950859354,6.947953344187937,0.029547475903589783,0.24560258535864887,0.1084133380028498,Klein_deformada,0,0.12554180238857957,-0.0748987959798928,5.605101204020107,42552.15644500236,0.05,0.05,0.9868135922570611,1.0000011001157392,True,True,False
H1L1V1-GSTLAL_AllSky-1239883999-1.xml,1239883999.0,27.77759519012242,11.273232013522025,39.050827203644445,1023.9421657358113,0.24854780054600306,9.097826171343161,0.026233560805192714,-0.4295774157995662,0.06990148134399542,Klein_relajada,0,0.10599192106450953,-0.14294755852680385,5.537052441473196,71485.23903557367,0.05,0.05,0.9748331763157035,1.0000018808842401,True,True,False
H1L1V1-GSTLAL_AllSky-1239886944-1.xml,1239886944.0,44.76107061380949,35.975002099324485,80.73607271313398,774.7463147226567,0.3882036610882437,9.067984101225305,0.0421484733103999,-0.33927324296578715,0.23143097326089337,Klein_extrema,1,0.34976873101014655,-0.025403538320628805,5.654596461679371,53530.91256017389,0.05,0.05,0.9955275460703118,1.0000014231351948,True,True,False
H1L1V1-GSTLAL_AllSky-1239891926-1.xml,1239891926.0,27.77759519012242,11.273232013522025,39.050827203644445,1023.9421657358113,0.24854780054600306,9.097826171343161,0.026233560805192714,-0.4295774157995662,0.06990148134399542,Klein_relajada,0,0.10599192106450953,-0.14294755852680385,5.537052441473196,71485.23903557367,0.05,0.05,0.9748331763157035,1.0000018808842401,True,True,False
H1L1V1-GSTLAL_AllSky-1239917954-1.xml,1239917954.0,27.77759519012242,11.273232013522025,39.050827203644445,1023.9421657358113,0.24854780054600306,9.097826171343161,0.026233560805192714,-0.4295774157995662,0.06990148134399542,Klein_relajada,0,0.10599192106450953,-0.14294755852680385,5.537052441473196,71485.23903557367,0.05,0.05,0.9748331763157035,1.0000018808842401,True,True,False
H1L1V1-GSTLAL_AllSky-1239937367-1.xml,1239937367.0,17.374234471506487,12.618151123523592,29.99238559503008,1959.8854924115137,0.3089197432361779,6.279368416514441,0.03905026093487386,0.4553373869611047,0.05515846589598615,Klein_relajada,-1,0.057726721441774057,-0.1520930207609945,5.527906979239005,136975.36082868793,0.05,0.05,0.973223059725177,1.0000036001229937,True,True,False
H1L1V1-GSTLAL_AllSky-1239976056-1.xml,1239976056.0,44.76107061380949,35.975002099324485,80.73607271313398,774.7463147226567,0.3882036610882437,9.067984101225305,0.0421484733103999,-0.33927324296578715,0.23143097326089337,Klein_extrema,1,0.34976873101014655,-0.025403538320628805,5.654596461679371,53530.91256017389,0.05,0.05,0.9955275460703118,1.0000014231351948,True,True,False
H1L1V1-GSTLAL_AllSky-1239990500-1.xml,1239990500.0,17.374234471506487,12.618151123523592,29.99238559503008,1959.8854924115137,0.3089197432361779,6.279368416514441,0.03905026093487386,0.4553373869611047,0.05515846589598615,Klein_relajada,-1,0.057726721441774057,-0.1520930207609945,5.527906979239005,136975.36082868793,0.05,0.05,0.973223059725177,1.0000036001229937,True,True,False
H1L1V1-GSTLAL_AllSky-1240055015-1.xml,1240055015.0,27.77759519012242,11.273232013522025,39.050827203644445,1023.9421657358113,0.24854780054600306,9.097826171343161,0.026233560805192714,-0.4295774157995662,0.06990148134399542,Klein_relajada,0,0.10599192106450953,-0.14294755852680385,5.537052441473196,71485.23903557367,0.05,0.05,0.9748331763157035,1.0000018808842401,True,True,False
H1L1V1-GSTLAL_AllSky-1240155151-1.xml,1240155151.0,17.374234471506487,12.618151123523592,29.99238559503008,1959.8854924115137,0.3089197432361779,6.279368416514441,0.03905026093487386,0.4553373869611047,0.05515846589598615,Klein_relajada,-1,0.057726721441774057,-0.1520930207609945,5.527906979239005,136975.36082868793,0.05,0.05,0.973223059725177,1.0000036001229937,True,True,False
H1L1V1-GSTLAL_AllSky-1240215503-1.xml,1240215503.0,49.60636146253375,13.868950363660607,63.47531182619436,500.0,0.33700539589986533,7.941163431489404,0.02118320308506031,0.22041268781361423,0.08008328330431069,Klein_relajada,0,0.10599240680829967,-0.09516134845244206,5.584838651547558,34347.12365288002,0.05,0.05,0.9832462414696405,1.000000918452381,True,True,False
H1L1V1-GSTLAL_AllSky-1240164426-1.xml,1240164426.0,17.374234471506487,12.618151123523592,29.99238559503008,1959.8854924115137,0.3089197432361779,6.279368416514441,0.03905026093487386,0.4553373869611047,0.05515846589598615,Klein_relajada,-1,0.057726721441774057,-0.1520930207609945,5.527906979239005,136975.36082868793,0.05,0.05,0.973223059725177,1.0000036001229937,True,True,False
H1L1V1-GSTLAL_AllSky-1240290694-1.xml,1240290694.0,49.60636146253375,13.868950363660607,63.47531182619436,500.0,0.33700539589986533,7.941163431489404,0.02118320308506031,0.22041268781361423,0.08008328330431069,Klein_relajada,0,0.10599240680829967,-0.09516134845244206,5.584838651547558,34347.12365288002,0.05,0.05,0.9832462414696405,1.000000918452381,True,True,False
H1L1V1-GSTLAL_AllSky-1240233548-1.xml,1240233548.0,27.77759519012242,11.273232013522025,39.050827203644445,1023.9421657358113,0.24854780054600306,9.097826171343161,0.026233560805192714,-0.4295774157995662,0.06990148134399542,Klein_relajada,0,0.10599192106450953,-0.14294755852680385,5.537052441473196,71485.23903557367,0.05,0.05,0.9748331763157035,1.0000018808842401,True,True,False
H1L1V1-GSTLAL_AllSky-1240327333-1.xml,1240327333.0,49.60636146253375,13.868950363660607,63.47531182619436,500.0,0.33700539589986533,7.941163431489404,0.02118320308506031,0.22041268781361423,0.08008328330431069,Klein_relajada,0,0.10599240680829967,-0.09516134845244206,5.584838651547558,34347.12365288002,0.05,0.05,0.9832462414696405,1.000000918452381,True,True,False
H1L1V1-GSTLAL_AllSky-1240325074-1.xml,1240325074.0,17.374234471506487,12.618151123523592,29.99238559503008,1959.8854924115137,0.3089197432361779,6.279368416514441,0.03905026093487386,0.4553373869611047,0.05515846589598615,Klein_relajada,-1,0.057726721441774057,-0.1520930207609945,5.527906979239005,136975.36082868793,0.05,0.05,0.973223059725177,1.0000036001229937,True,True,False
H1L1V1-GSTLAL_AllSky-1240352617-1.xml,1240352617.0,26.872374982841606,21.617114312121082,48.48948929496269,4835.142133552021,0.3292517742571606,7.375995319908757,0.04217745260837409,0.2123127744626755,0.11313835293797235,Klein_deformada,0,0.13908466029544483,-0.09930600615355445,5.580693993846445,337873.8019991485,0.05,0.05,0.9825165482124023,1.0000088816956096,True,True,False
H1L1V1-GSTLAL_AllSky-1240399040-1.xml,1240399040.0,49.60636146253375,13.868950363660607,63.47531182619436,500.0,0.33700539589986533,7.941163431489404,0.02118320308506031,0.22041268781361423,0.08008328330431069,Klein_relajada,0,0.10599240680829967,-0.09516134845244206,5.584838651547558,34347.12365288002,0.05,0.05,0.9832462414696405,1.000000918452381,True,True,False
H1L1V1-GSTLAL_AllSky-1240620590-1.xml,1240620590.0,26.872374982841606,21.617114312121082,48.48948929496269,4835.142133552021,0.3292517742571606,7.375995319908757,0.04217745260837409,0.2123127744626755,0.11313835293797235,Klein_deformada,0,0.13908466029544483,-0.09930600615355445,5.580693993846445,337873.8019991485,0.05,0.05,0.9825165482124023,1.0000088816956096,True,True,False
H1L1V1-GSTLAL_AllSky-1240630609-1.xml,1240630609.0,17.374234471506487,12.618151123523592,29.99238559503008,1959.8854924115137,0.3089197432361779,6.279368416514441,0.03905026093487386,0.4553373869611047,0.05515846589598615,Klein_relajada,-1,0.057726721441774057,-0.1520930207609945,5.527906979239005,136975.36082868793,0.05,0.05,0.973223059725177,1.0000036001229937,True,True,False
H1L1V1-GSTLAL_AllSky-1240651041-1.xml,1240651041.0,49.60636146253375,13.868950363660607,63.47531182619436,500.0,0.33700539589986533,7.941163431489404,0.02118320308506031,0.22041268781361423,0.08008328330431069,Klein_relajada,0,0.10599240680829967,-0.09516134845244206,5.584838651547558,34347.12365288002,0.05,0.05,0.9832462414696405,1.000000918452381,True,True,False
H1L1V1-GSTLAL_AllSky-1240630634-1.xml,1240630634.0,26.872374982841606,21.617114312121082,48.48948929496269,4835.142133552021,0.3292517742571606,7.375995319908757,0.04217745260837409,0.2123127744626755,0.11313835293797235,Klein_deformada,0,0.13908466029544483,-0.09930600615355445,5.580693993846445,337873.8019991485,0.05,0.05,0.9825165482124023,1.0000088816956096,True,True,False
H1L1V1-GSTLAL_AllSky-1240837251-1.xml,1240837251.0,62.10486975977705,13.716770485235696,75.82164024501274,1272.4431761920534,0.3853131152416162,6.532663491188389,0.018834586104627515,0.4022037641983567,0.0699682170205706,Klein_relajada,-1,0.07617980281230462,-0.11113596892043986,5.56886403107956,88732.05743361496,0.05,0.05,0.9804338082886549,1.0000023373569296,True,True,False
H1L1V1-GSTLAL_AllSky-1240842666-1.xml,1240842666.0,26.872374982841606,21.617114312121082,48.48948929496269,4835.142133552021,0.3292517742571606,7.375995319908757,0.04217745260837409,0.2123127744626755,0.11313835293797235,Klein_deformada,0,0.13908466029544483,-0.09930600615355445,5.580693993846445,337873.8019991485,0.05,0.05,0.9825165482124023,1.0000088816956096,True,True,False
H1L1V1-GSTLAL_AllSky-1240935112-1.xml,1240935112.0,62.10486975977705,13.716770485235696,75.82164024501274,1272.4431761920534,0.3853131152416162,6.532663491188389,0.018834586104627515,0.4022037641983567,0.0699682170205706,Klein_relajada,-1,0.07617980281230462,-0.11113596892043986,5.56886403107956,88732.05743361496,0.05,0.05,0.9804338082886549,1.0000023373569296,True,True,False
H1L1V1-GSTLAL_AllSky-1240935340-1.xml,1240935340.0,49.60636146253375,13.868950363660607,63.47531182619436,500.0,0.33700539589986533,7.941163431489404,0.02118320308506031,0.22041268781361423,0.08008328330431069,Klein_relajada,0,0.10599240680829967,-0.09516134845244206,5.584838651547558,34347.12365288002,0.05,0.05,0.9832462414696405,1.000000918452381,True,True,False
H1L1V1-GSTLAL_AllSky-1240944862-1.xml,1240944862.0,26.872374982841606,21.617114312121082,48.48948929496269,4835.142133552021,0.3292517742571606,7.375995319908757,0.04217745260837409,0.2123127744626755,0.11313835293797235,Klein_deformada,0,0.13908466029544483,-0.09930600615355445,5.580693993846445,337873.8019991485,0.05,0.05,0.9825165482124023,1.0000088816956096,True,True,False
H1L1V1-GSTLAL_AllSky-1240978573-1.xml,1240978573.0,62.10486975977705,13.716770485235696,75.82164024501274,1272.4431761920534,0.3853131152416162,6.532663491188389,0.018834586104627515,0.4022037641983567,0.0699682170205706,Klein_relajada,-1,0.07617980281230462,-0.11113596892043986,5.56886403107956,88732.05743361496,0.05,0.05,0.9804338082886549,1.0000023373569296,True,True,False
H1L1V1-GSTLAL_AllSky-1241108686-1.xml,1241108686.0,35.93305617612925,10.286727192999736,46.21978336912898,2093.6434232531496,1.2006119325142406,7.991276378700398,0.021450990578233454,0.7915381281737883,0.05942273983394629,Klein_relajada,-1,0.0791439228654457,0.32605666048034454,6.006056660480344,147525.30670025432,0.05,0.05,1.0574043416338634,1.0000038458235738,True,True,False
H1L1V1-GSTLAL_AllSky-1241208674-1.xml,1241208674.0,62.10486975977705,13.716770485235696,75.82164024501274,1272.4431761920534,0.3853131152416162,6.532663491188389,0.018834586104627515,0.4022037641983567,0.0699682170205706,Klein_relajada,-1,0.07617980281230462,-0.11113596892043986,5.56886403107956,88732.05743361496,0.05,0.05,0.9804338082886549,1.0000023373569296,True,True,False
H1L1V1-GSTLAL_AllSky-1241228096-1.xml,1241228096.0,35.93305617612925,10.286727192999736,46.21978336912898,2093.6434232531496,1.2006119325142406,7.991276378700398,0.021450990578233454,0.7915381281737883,0.05942273983394629,Klein_relajada,-1,0.0791439228654457,0.32605666048034454,6.006056660480344,147525.30670025432,0.05,0.05,1.0574043416338634,1.0000038458235738,True,True,False
H1L1V1-GSTLAL_AllSky-1241263448-1.xml,1241263448.0,26.872374982841606,21.617114312121082,48.48948929496269,4835.142133552021,0.3292517742571606,7.375995319908757,0.04217745260837409,0.2123127744626755,0.11313835293797235,Klein_deformada,0,0.13908466029544483,-0.09930600615355445,5.580693993846445,337873.8019991485,0.05,0.05,0.9825165482124023,1.0000088816956096,True,True,False
H1L1V1-GSTLAL_AllSky-1241264117-1.xml,1241264117.0,62.10486975977705,13.716770485235696,75.82164024501274,1272.4431761920534,0.3853131152416162,6.532663491188389,0.018834586104627515,0.4022037641983567,0.0699682170205706,Klein_relajada,-1,0.07617980281230462,-0.11113596892043986,5.56886403107956,88732.05743361496,0.05,0.05,0.9804338082886549,1.0000023373569296,True,True,False
H1L1V1-GSTLAL_AllSky-1241318316-1.xml,1241318316.0,35.93305617612925,10.286727192999736,46.21978336912898,2093.6434232531496,1.2006119325142406,7.991276378700398,0.021450990578233454,0.7915381281737883,0.05942273983394629,Klein_relajada,-1,0.0791439228654457,0.32605666048034454,6.006056660480344,147525.30670025432,0.05,0.05,1.0574043416338634,1.0000038458235738,True,True,False
H1L1V1-GSTLAL_AllSky-1241418140-1.xml,1241418140.0,30.33877268820805,11.020059550834707,41.358832239042755,1028.5833399768962,1.0120492731647366,6.7441959638983375,0.02452934126780671,0.7060187123007251,0.05131514941704977,Klein_relajada,-1,0.057679903930884534,0.22493295244757316,5.904932952447573,73005.33153708998,0.05,0.05,1.039600871909784,1.0000018894096352,True,True,False
H1L1V1-GSTLAL_AllSky-1241419760-1.xml,1241419760.0,35.93305617612925,10.286727192999736,46.21978336912898,2093.6434232531496,1.2006119325142406,7.991276378700398,0.021450990578233454,0.7915381281737883,0.05942273983394629,Klein_relajada,-1,0.0791439228654457,0.32605666048034454,6.006056660480344,147525.30670025432,0.05,0.05,1.0574043416338634,1.0000038458235738,True,True,False
H1L1V1-GSTLAL_AllSky-1241577622-1.xml,1241577622.0,30.33877268820805,11.020059550834707,41.358832239042755,1028.5833399768962,1.0120492731647366,6.7441959638983375,0.02452934126780671,0.7060187123007251,0.05131514941704977,Klein_relajada,-1,0.057679903930884534,0.22493295244757316,5.904932952447573,73005.33153708998,0.05,0.05,1.039600871909784,1.0000018894096352,True,True,False
H1L1V1-GSTLAL_AllSky-1241587773-1.xml,1241587773.0,62.10486975977705,13.716770485235696,75.82164024501274,1272.4431761920534,0.3853131152416162,6.532663491188389,0.018834586104627515,0.4022037641983567,0.0699682170205706,Klein_relajada,-1,0.07617980281230462,-0.11113596892043986,5.56886403107956,88732.05743361496,0.05,0.05,0.9804338082886549,1.0000023373569296,True,True,False
H1L1V1-GSTLAL_AllSky-1241634009-1.xml,1241634009.0,35.93305617612925,10.286727192999736,46.21978336912898,2093.6434232531496,1.2006119325142406,7.991276378700398,0.021450990578233454,0.7915381281737883,0.05942273983394629,Klein_relajada,-1,0.0791439228654457,0.32605666048034454,6.006056660480344,147525.30670025432,0.05,0.05,1.0574043416338634,1.0000038458235738,True,True,False
H1L1V1-GSTLAL_AllSky-1241676985-1.xml,1241676985.0,30.33877268820805,11.020059550834707,41.358832239042755,1028.5833399768962,1.0120492731647366,6.7441959638983375,0.02452934126780671,0.7060187123007251,0.05131514941704977,Klein_relajada,-1,0.057679903930884534,0.22493295244757316,5.904932952447573,73005.33153708998,0.05,0.05,1.039600871909784,1.0000018894096352,True,True,False
H1L1V1-GSTLAL_AllSky-1241710671-1.xml,1241710671.0,47.984708865604055,15.846105248926474,63.830814114530526,1404.9579915993854,0.3888910709597381,8.645593756860464,0.02320929573069485,0.683626985862779,0.09606129434872838,Klein_relajada,0,0.13841782111621692,-0.06711941941075672,5.612880580589243,97899.90661706057,0.05,0.05,0.9881832008079653,1.0000025807740252,True,True,False
H1L1V1-GSTLAL_AllSky-1241852074-1.xml,1241852074.0,30.33877268820805,11.020059550834707,41.358832239042755,1028.5833399768962,1.0120492731647366,6.7441959638983375,0.02452934126780671,0.7060187123007251,0.05131514941704977,Klein_relajada,-1,0.057679903930884534,0.22493295244757316,5.904932952447573,73005.33153708998,0.05,0.05,1.039600871909784,1.0000018894096352,True,True,False
H1L1V1-GSTLAL_AllSky-1241719652-1.xml,1241719652.0,30.33877268820805,11.020059550834707,41.358832239042755,1028.5833399768962,1.0120492731647366,6.7441959638983375,0.02452934126780671,0.7060187123007251,0.05131514941704977,Klein_relajada,-1,0.057679903930884534,0.22493295244757316,5.904932952447573,73005.33153708998,0.05,0.05,1.039600871909784,1.0000018894096352,True,True,False
H1L1V1-GSTLAL_AllSky-1241850801-1.xml,1241850801.0,35.93305617612925,10.286727192999736,46.21978336912898,2093.6434232531496,1.2006119325142406,7.991276378700398,0.021450990578233454,0.7915381281737883,0.05942273983394629,Klein_relajada,-1,0.0791439228654457,0.32605666048034454,6.006056660480344,147525.30670025432,0.05,0.05,1.0574043416338634,1.0000038458235738,True,True,False
