datetime,ism_density,ism_magnetic_field,cosmic_ray_intensity,ism_temperature,spacecraft_distance_au,heliopause_proximity,ena_flux,mission,klein_deformation,klein_state,beta_plasma_dynamic,compression_indicator,rarefaction_indicator,klein_twist_factor,klein_phase,klein_frequency_alignment,klein_boundary_enhancement
2012-01-11,0.19993138332760618,3.4977581981321983,99.76168221532117,8138.333793016363,90.1597079625827,0.6162166104564035,61.31476745585793,SYNTHETIC_VOYAGER,,ism_boundary,2.7335549097623193e-05,0.0,0.0,1.0,9.56333678914234e-10,1.0,
2012-01-12,0.19103628894919825,3.1546024590836175,92.60577047547426,7915.9397949484555,90.17567875884097,0.6171850141003745,58.28006574692905,SYNTHETIC_VOYAGER,,ism_boundary,2.6959466527814106e-05,0.0,0.0,1.0,5.0265482527561005,0.3090170010441659,
2012-01-13,0.21143678521204423,3.276281626813718,96.88279625346802,8204.63250301842,90.19164955509925,0.6181533629177827,63.362776035415884,SYNTHETIC_VOYAGER,,ism_boundary,2.744666739652273e-05,0.0,0.0,1.0,3.7699111899257005,-0.8090169910728,
2012-01-14,0.2197524452940033,3.621380228068622,105.71408557433925,8716.889039124197,90.20762035135752,0.6191216518788737,64.51203413933078,SYNTHETIC_VOYAGER,,ism_boundary,2.8290512286428622e-05,0.0,0.0,1.0,2.5132741270953005,-0.8090169968574384,
2012-01-15,0.2205097222512719,3.7304101204844327,105.02509508880374,8297.510884661397,90.22359114761579,0.6200898759464666,62.819886705012934,SYNTHETIC_VOYAGER,,ism_boundary,2.76015815991638e-05,0.0,0.0,1.0,1.2566370642649005,0.3090169916844245,
2012-01-16,0.21667560562239582,3.474375377940839,101.74863990639666,7820.646661094911,90.23956194387407,0.6210580300759936,68.57210231731821,SYNTHETIC_VOYAGER,,ism_boundary,2.679670438857276e-05,0.0,0.0,1.0,8.88508111529518e-09,1.0,
2012-01-17,0.2008636059017131,3.229202316977944,98.6304171670736,7537.77819068154,90.25553274013232,0.6220261092155387,60.423310156958856,SYNTHETIC_VOYAGER,,ism_boundary,2.6307630275668296e-05,0.0,0.0,1.0,5.026548253234267,0.30901700149892963,
2012-01-18,0.2110152510004807,3.4632415512114822,98.58649913056297,8406.631251093995,90.2715035363906,0.6229941083058821,61.4024682905578,SYNTHETIC_VOYAGER,,ism_boundary,2.77824826539281e-05,0.0,0.0,1.0,3.7699111904038674,-0.8090169907917406,
2012-01-19,0.22816493269617544,3.6979117547974045,100.41429080344294,8554.668261387049,90.28747433264887,0.6239620222805343,63.22806727332258,SYNTHETIC_VOYAGER,,ism_boundary,2.8026033663752083e-05,0.0,0.0,1.0,2.5132741275734674,-0.8090169971384978,
2012-01-20,0.22676677288536262,3.535402443092168,105.40205456418936,8841.378239551388,90.30344512890714,0.6249298460657808,66.17462889605129,SYNTHETIC_VOYAGER,,ism_boundary,2.8491809903471845e-05,0.0,0.0,1.0,1.2566370647430674,0.3090169912296608,
2012-01-21,0.21430236225732976,3.3674497827989347,99.31365761995751,8351.828425380096,90.31941592516542,0.6258975745807213,60.061341842819246,SYNTHETIC_VOYAGER,,ism_boundary,2.7691777589076566e-05,0.0,0.0,1.0,1.912667357828468e-09,1.0,
2012-01-22,0.20255006083020405,3.0893342613529913,96.54089552777906,7770.975927789972,90.33538672142369,0.6268652027373106,59.17398622373261,SYNTHETIC_VOYAGER,,ism_boundary,2.6711472812203434e-05,0.0,0.0,1.0,5.026548253712434,0.3090170019536933,
2012-01-23,0.20725635918316407,3.22168655325185,96.69050177068847,8035.01431918817,90.35135751768195,0.6278327254403987,56.479095225553884,SYNTHETIC_VOYAGER,,ism_boundary,2.716147686915945e-05,0.0,0.0,1.0,3.769911198332615,-0.8090169861313398,
2012-01-24,0.2341037335764123,3.806940090341179,101.81822232790685,8751.384643844201,90.36732831394022,0.6288001375877754,60.86758884427943,SYNTHETIC_VOYAGER,,ism_boundary,2.8346434459038853e-05,0.0,0.0,1.0,2.5132741206010536,-0.8090169930402158,
2012-01-25,0.23647331285554476,3.6501744061074435,107.92310776791277,8913.552699505097,90.3832991101985,0.6297674340702059,63.90455888016547,SYNTHETIC_VOYAGER,,ism_boundary,2.8607866545722577e-05,0.0,0.0,1.0,1.2566370726718148,0.3090169836889739,
2012-01-26,0.23564937804830344,3.4700583556003406,98.9408633426689,8549.629876806448,90.39926990645677,0.6307346097714758,68.01912112557179,SYNTHETIC_VOYAGER,,ism_boundary,2.8017779297308487e-05,0.0,0.0,1.0,6.28318530211984,1.0,
2012-01-27,0.20363636149828032,3.144996044362632,92.89917658639762,7828.213366429063,90.41524070271504,0.6317016595684319,61.479883907874346,SYNTHETIC_VOYAGER,,ism_boundary,2.6809664553748237e-05,0.0,0.0,1.0,5.026548254190601,0.309017002408457,
2012-01-28,0.2104125017222028,3.067279847231541,98.57237651697776,7620.838408593492,90.43121149897331,0.632668578331024,61.619241315665214,SYNTHETIC_VOYAGER,,ism_boundary,2.6452177569988688e-05,0.0,0.0,1.0,3.769911191360201,-0.8090169902296218,
2012-01-29,0.22607277294391723,3.698601643107738,101.54162987933178,8723.538981690495,90.44718229523157,0.633635360922345,70.4353348473961,SYNTHETIC_VOYAGER,,ism_boundary,2.8301301365794657e-05,0.0,0.0,1.0,2.513274128529801,-0.8090169977006166,
2012-01-30,0.24916452060111408,3.7516880805439174,103.77735297387385,8975.747889408136,90.46315309148984,0.6346020021986775,71.14380264760484,SYNTHETIC_VOYAGER,0.3478740310398513,ism_boundary,2.8707500147107135e-05,0.0,0.0,1.0,1.256637065699401,0.3090169903201334,0.2207615566108145
2012-01-31,0.2079447975629652,3.43526295332869,101.52218453269946,8469.876839311339,90.47912388774812,0.6355684970095297,61.33499844293147,SYNTHETIC_VOYAGER,0.04073119451530699,ism_boundary,2.7886794770491288e-05,0.0,0.0,1.0,1.777016223059036e-08,0.9999999999999999,0.02588746407949646
2012-02-01,0.20596210811247848,2.964451304596289,97.7215348492232,7897.539281053145,90.49509468400639,0.6365348401976816,55.397305560590425,SYNTHETIC_VOYAGER,0.06869287466386319,ism_boundary,2.6928114808182245e-05,0.0,0.0,1.0,5.026548247218187,0.30901699577729747,0.04372540799688152
2012-02-02,0.21840090966935274,3.0532545451686115,94.88290919008908,7913.78944271813,90.51106548026466,0.6375010265992266,61.45738923798262,SYNTHETIC_VOYAGER,0.036470491244744205,ism_boundary,2.695580453138432e-05,0.0,0.0,1.0,3.7699111992889485,-0.809016985569221,0.023249975609102535
2012-02-03,0.24006531640561665,3.498769412334,103.68599719820308,8671.529728537835,90.52703627652294,0.6384670510436139,65.11830569205189,SYNTHETIC_VOYAGER,0.2323991149825823,ism_boundary,2.821680985350511e-05,0.0,0.0,1.0,2.5132741215573873,-0.8090169936023347,0.14837917760807506
2012-02-04,0.24621117986389798,3.7030567811767927,107.61118454075459,8987.399952440688,90.5430070727812,0.6394329083536903,63.88360123906148,SYNTHETIC_VOYAGER,0.2867890213469332,ism_boundary,2.8726127737565912e-05,0.0,0.0,1.0,1.2566370736281485,0.3090169827794465,0.18338233800377804
2012-02-05,0.2407923796005902,3.454929812870776,100.81962955472262,8769.162891869217,90.55897786903947,0.6403985933457467,64.7044723380939,SYNTHETIC_VOYAGER,0.2236327656581252,ism_boundary,2.8375212434281207e-05,0.0,0.0,1.0,6.2831853030761735,1.0,0.14321410855348238
2012-02-06,0.21707617701183063,3.161961570787353,95.27359401794314,8024.032530829834,90.57494866529774,0.6413641008295556,56.85236911310025,SYNTHETIC_VOYAGER,0.008849397684127226,ism_boundary,2.7142909162445044e-05,0.0,0.0,1.0,5.026548255146935,0.3090170033179844,0.00567568598856341
2012-02-07,0.20620537650772564,3.296753571995908,96.4875153259702,7901.158515808753,90.59091946155601,0.6423294256084183,59.847140401294716,SYNTHETIC_VOYAGER,0.1151700312425016,ism_boundary,2.693428432519017e-05,0.0,0.0,1.0,3.7699111923165347,-0.809016989667503,0.07397710001529964
2012-02-08,0.24352853595444934,3.7018218934695413,107.95422204062888,9279.205606764452,90.60689025781429,0.6432945624792067,61.730549718979915,SYNTHETIC_VOYAGER,0.22091866291876594,ism_boundary,2.9188746974176272e-05,0.0,0.0,1.0,2.5132741294861347,-0.8090169982627354,0.14211577460581887
2012-02-09,0.23210729702002866,3.806728272693483,107.63678682398267,9132.357251651643,90.62286105407256,0.6442595062324069,76.27426241859767,SYNTHETIC_VOYAGER,0.11044127579169748,ism_boundary,2.8956862181823442e-05,0.0,0.0,1.0,1.256637081556896,0.30901697523875954,0.07115284180923609
2012-02-10,0.23155724972125083,3.3939983574344366,101.79721055145326,8833.913321803428,90.63883185033082,0.6452242516521624,60.40080325226827,SYNTHETIC_VOYAGER,0.09564180819516394,ism_boundary,2.8479779317017595e-05,0.0,0.0,1.0,3.825334715656936e-09,1.0,0.0617104141193843
2012-02-11,0.22209540190453236,3.081873264620391,97.83033039388334,8338.824716735542,90.65480264658909,0.6461887935163204,66.45343831095099,SYNTHETIC_VOYAGER,0.001196557114574115,ism_boundary,2.767021128857099e-05,0.0,0.0,1.0,5.026548248174521,0.30901699668682486,0.0007732017982400169
2012-02-12,0.20765044355240508,3.2073443600185954,97.62660998811437,8498.817201375132,90.67077344284736,0.6471531265964717,60.353651843272914,SYNTHETIC_VOYAGER,0.13328991962425227,ism_boundary,2.7934396744578983e-05,0.0,0.0,1.0,3.769911200245282,-0.8090169850071021,0.08625898822862726
2012-02-13,0.2509267384083643,3.4072895039028412,100.83392240137914,9089.327334825706,90.68674423910564,0.6481172456579971,67.39090594934056,SYNTHETIC_VOYAGER,0.2563564238725234,ism_boundary,2.888856204054511e-05,0.0,0.0,1.0,2.513274137414882,-0.8090170029231362,0.1661490193469939
2012-02-14,0.27127844419058933,3.498138830139641,103.48438689215598,8734.849660218506,90.70271503536391,0.6490811454601113,66.94718540413793,SYNTHETIC_VOYAGER,0.4284933352116715,ism_boundary,2.8319642730996444e-05,0.0,0.0,1.0,1.2566370894856433,0.3090169676980726,0.2781269448412152
2012-02-15,0.243333852575979,3.303458707065834,97.62766359368237,8652.087261714454,90.71868583162218,0.6500448207559069,68.43073937413527,SYNTHETIC_VOYAGER,0.16250118315115708,ism_boundary,2.818515959923699e-05,0.0,0.0,1.0,6.283185304032507,1.0,0.1056330524741167
2012-02-16,0.2166710696738713,3.057166960081454,92.99320650224162,8232.59077373648,90.73465662788044,0.6510082662923983,55.199273165847394,SYNTHETIC_VOYAGER,0.08832933234815876,ism_boundary,2.7493391533743174e-05,0.0,0.0,1.0,5.026548241202107,0.3090169900556653,0.05750312551473989
2012-02-17,0.2263142183703765,3.22909216061294,102.77251932265497,8535.640185725995,90.75062742413871,0.6519714768105698,58.053534503182235,SYNTHETIC_VOYAGER,0.004073854443145757,ism_boundary,2.7994847278356684e-05,0.0,0.0,1.0,3.7699112081740296,-0.8090169803467011,0.0026560368976090406
2012-02-18,0.25134130426985174,3.4885364527069425,103.24304123302387,8925.775661749152,90.76659822039699,0.6529344470454147,65.06553311375697,SYNTHETIC_VOYAGER,0.21967922791259384,ism_boundary,2.8627474500702035e-05,0.0,0.0,1.0,2.5132741453436296,-0.8090170075835369,0.1434361352044731
2012-02-19,0.24834986435358808,3.447206164252844,104.67748306744164,9181.217088912326,90.78256901665526,0.6538971717259843,73.41840204649542,SYNTHETIC_VOYAGER,0.18544563684615475,ism_boundary,2.903422119120082e-05,0.0,0.0,1.0,1.2566370825132296,0.30901697432923214,0.12126237744262457
2012-02-20,0.24794556745925997,3.277243734585704,102.22737424365008,8450.924949170794,90.79853981291353,0.6548596455754313,62.92606236701911,SYNTHETIC_VOYAGER,0.171370401066398,ism_boundary,2.7855578056575693e-05,0.0,0.0,1.0,6.283185297060093,1.0,0.11222356010446091
2012-02-21,0.22629205036314728,3.1235455434837163,95.37193932721603,8667.679205900055,90.8145106091718,0.655821863311056,56.232103082651676,SYNTHETIC_VOYAGER,0.03568853586098665,ism_boundary,2.821054443480644e-05,0.0,0.0,1.0,5.026548264032016,0.3090170117681986,0.023405322087195705
2012-02-22,0.22420000143076207,2.994689469183338,98.19248131908938,8588.53103897687,90.83048140543008,0.6567838196443504,62.0035901084567,SYNTHETIC_VOYAGER,0.06019839938678015,ism_boundary,2.8081447970957283e-05,0.0,0.0,1.0,3.769911201201616,-0.8090169844449833,0.03953733468572559
2012-02-23,0.24232274943764587,3.528090417353748,102.63532618591775,9113.311347891085,90.84645220168834,0.6577455092810441,62.50919204333454,SYNTHETIC_VOYAGER,0.10446024568216607,ism_boundary,2.892665106303415e-05,0.0,0.0,1.0,2.513274138371216,-0.8090170034852551,0.06870825749583931
2012-02-24,0.2551527364212709,3.635478179343849,105.71338673693143,9163.968833608184,90.86242299794661,0.6587069269211522,67.60263571320097,SYNTHETIC_VOYAGER,0.2170754437939837,ism_boundary,2.9006935860857163e-05,0.0,0.0,1.0,1.2566370755408158,0.3090169809603917,0.14298909849158029
2012-02-25,0.24629834539524595,3.1036680809306083,103.87761892147086,8616.343376429762,90.87839379420488,0.6596680672590164,60.11124703372475,SYNTHETIC_VOYAGER,0.13211724993035592,ism_boundary,2.8126879456058876e-05,0.0,0.0,1.0,1.2710415830952115e-08,0.9999999999999999,0.08715353091313431
2012-02-26,0.2079972274346725,2.9813912548442563,91.15880337410388,8326.192559464751,90.89436459046316,0.6606289249833547,57.6743397660393,SYNTHETIC_VOYAGER,0.2225593746197607,ism_boundary,2.764924508847993e-05,0.0,0.0,1.0,5.026548257059602,0.3090170051370391,0.14702916040002023
2012-02-27,0.2322759696569366,3.1670712354328527,97.27194162894074,8857.591027856623,90.91033538672143,0.6615894947773056,59.64838567082193,SYNTHETIC_VOYAGER,0.005306188588455055,ism_boundary,2.8517921223346682e-05,0.0,0.0,1.0,3.769911194229202,-0.8090169885432653,0.003510518627429084
2012-02-28,0.24125264179664532,3.256009989949358,103.06914427173814,8987.058468361565,90.9263061829797,0.6625497713184754,62.538326107586464,SYNTHETIC_VOYAGER,0.07283753068821744,ism_boundary,2.872558199527608e-05,0.0,0.0,1.0,2.513274131398802,-0.8090169993869731,0.0482584893008809
2012-02-29,0.2607089192909917,3.5575327116401496,106.54266237030836,9251.832357965779,90.94227697923796,0.6635097492789824,67.2924207820414,SYNTHETIC_VOYAGER,0.24877567955041938,ism_boundary,2.9145662415830192e-05,0.0,0.0,1.0,1.256637068568402,0.3090169875915513,0.16506508876520723
2012-03-01,0.24913317297896423,3.390471320284427,101.84384446306856,8573.562503749074,90.95824777549623,0.6644694233255081,64.14057675832721,SYNTHETIC_VOYAGER,0.1293213521725831,ism_boundary,2.8056966400836695e-05,0.0,0.0,1.0,3.554032446118072e-08,0.9999999999999993,0.08593008430179122
2012-03-02,0.21382658174745595,3.021694890295533,98.2201303685354,8234.145504577531,90.9742185717545,0.6654287881193374,53.44552909753817,SYNTHETIC_VOYAGER,0.19880753546011934,ism_boundary,2.7495987484824068e-05,0.0,0.0,1.0,5.026548250087188,0.3090169985058796,0.1322922573902194
2012-03-03,0.23926502384478718,3.0618630504870232,97.64690496927544,8443.42052462796,90.99018936801278,0.6663878383164097,56.81576153561692,SYNTHETIC_VOYAGER,0.029451426636305494,ism_boundary,2.7843207427773838e-05,0.0,0.0,1.0,3.7699111872567883,-0.8090169926415473,0.019626072531501948
2012-03-04,0.253788130784778,3.378226730696301,105.1370159866276,9202.268121074318,91.00616016427105,0.667346568567364,62.645862251373686,SYNTHETIC_VOYAGER,0.1592101928688622,ism_boundary,2.9067487498576095e-05,0.0,0.0,1.0,2.5132741244263883,-0.8090169952886912,0.1062483758919834
2012-03-05,0.2771289322710231,3.5743864574104283,104.14773949100638,9261.11550416684,91.02213096052932,0.6683049735175868,72.016616464955,SYNTHETIC_VOYAGER,0.36502643016138775,ism_boundary,2.9160280904314216e-05,0.0,0.0,1.0,1.2566370913983107,0.3090169658790178,0.2439489787422255
2012-03-06,0.24978719553457635,3.0221392230758872,97.87571653548805,8981.493738881392,91.03810175678758,0.6692630478072576,57.928152085188565,SYNTHETIC_VOYAGER,0.11002736254637341,ism_boundary,2.871668726928029e-05,0.0,0.0,1.0,2.8567910703714006e-08,0.9999999999999996,0.07363724799997998
2012-03-07,0.22662611260524856,3.0124541524355894,96.72969993694035,7982.522712039373,91.05407255304586,0.6702207860714002,57.782129237549356,SYNTHETIC_VOYAGER,0.106575023697468,ism_boundary,2.707261045842375e-05,0.0,0.0,1.0,5.0265482431147746,0.30901699187472004,0.07142879615809511
2012-03-08,0.222709201785708,2.9605928226069924,99.00560342164528,8445.777583628433,91.07004334930413,0.6711781829399242,61.89461433609605,SYNTHETIC_VOYAGER,0.14778436378965248,ism_boundary,2.78470935011339e-05,0.0,0.0,1.0,3.7699111802843746,-0.8090169967398293,0.09918964075527167
2012-03-09,0.274687334928883,3.415135406546377,105.56032908042842,9383.804575806525,91.0860141455624,0.6721352330376765,64.39555740151795,SYNTHETIC_VOYAGER,0.32214297808924236,ism_boundary,2.9352799649771756e-05,0.0,0.0,1.0,2.513274147256297,-0.8090170087077745,0.21652364564946402
2012-03-10,0.2776638069378798,3.5954192166870316,104.88375507603502,9820.500129487522,91.10198494182067,0.6730919309844883,68.67747997818662,SYNTHETIC_VOYAGER,0.3355926030646068,ism_boundary,3.002803101469713e-05,0.0,0.0,1.0,1.256637084425897,0.3090169725101774,0.22588467322086708
2012-03-11,0.2420341366173357,3.0834385383555185,96.83760653167167,8755.257967500826,91.11795573807895,0.6740482713952219,66.68900134839518,SYNTHETIC_VOYAGER,0.00367991006380878,ism_boundary,2.8352706767573007e-05,0.0,0.0,1.0,6.283185298972761,1.0,0.002480437017400189
2012-03-12,0.23788723573301804,2.819968700554905,100.34714906522343,8385.285072092147,91.1339265343372,0.6750042488798191,60.7992558284347,SYNTHETIC_VOYAGER,0.03943219309241988,ism_boundary,2.774718749359776e-05,0.0,0.0,1.0,5.026548265944683,0.30901701358725336,0.026616897880032873
2012-03-13,0.2407717291972652,3.166581457259363,101.99229284662634,8530.35965262898,91.14989733059548,0.6759598580433513,62.759174990884325,SYNTHETIC_VOYAGER,0.023007172915692726,ism_boundary,2.798618649927713e-05,0.0,0.0,1.0,3.769911203114283,-0.8090169833207456,0.015551925338070493
2012-03-14,0.2586921145927128,3.230423826315695,107.48560741831983,9492.358997895433,91.16586812685375,0.6769150934860635,68.23883922126218,SYNTHETIC_VOYAGER,0.1399241330564025,ism_boundary,2.95220920662213e-05,0.0,0.0,1.0,2.5132741700862056,-0.8090170221268574,0.09471675760883108
2012-03-15,0.2503161656292259,3.5174846700924567,107.17371005441909,9461.707200849292,91.18183892311202,0.6778699498034256,68.2079403691698,SYNTHETIC_VOYAGER,0.0691003379751047,ism_boundary,2.94743885994521e-05,0.0,0.0,1.0,1.2566370774534832,0.30901697914133697,0.04684104263458397
2012-03-16,0.23856561397011983,3.0441129506970213,101.8299297366434,8743.431945268014,91.1978097193703,0.6788244215861803,65.65283408411612,SYNTHETIC_VOYAGER,0.03783463300230265,ism_boundary,2.8333551818424784e-05,0.0,0.0,1.0,1.4623083188780583e-08,0.9999999999999999,0.025683072863713505
2012-03-17,0.2175234015372875,2.866733044957098,96.98361937357704,8909.328240578756,91.21378051562857,0.6797785034203911,56.33547794736247,SYNTHETIC_VOYAGER,0.2322154342500017,ism_boundary,2.860108658470154e-05,0.0,0.0,1.0,5.026548258972269,0.30901700695609385,0.15785506036558242
2012-03-18,0.22639244816923407,2.8855169479994154,99.83792416526667,8671.140888975848,91.22975131188683,0.6807321898874907,58.02961644732305,SYNTHETIC_VOYAGER,0.150420725517174,ism_boundary,2.8216177212245325e-05,0.0,0.0,1.0,3.7699111961418694,-0.8090169874190276,0.10239622988577102
2012-03-19,0.2579755651484235,3.1351662535799365,104.4138036289037,9261.023893455453,91.2457221081451,0.6816854755643329,68.85740515098335,SYNTHETIC_VOYAGER,0.1388998928752873,ism_boundary,2.9160136677591037e-05,0.0,0.0,1.0,2.513274163113792,-0.8090170180285757,0.09468603953052512
2012-03-20,0.27408930052244485,3.5005528186939077,109.89890938843722,9327.447077618268,91.26169290440338,0.6826383550232368,69.24734612316342,SYNTHETIC_VOYAGER,0.279637338048724,ism_boundary,2.9264523001884462e-05,0.0,0.0,1.0,1.2566370704810694,0.30901698577249653,0.19089117244865772
2012-03-21,0.25378304182644956,3.1048233875479965,99.47385213261668,9164.057644573903,91.27766370066165,0.6835908228320384,63.68615849275505,SYNTHETIC_VOYAGER,0.09051289496876494,ism_boundary,2.9007076418283294e-05,0.0,0.0,1.0,7.650669431313872e-09,1.0,0.061873784348607894
2012-03-22,0.23653773034893724,2.8270681493547145,94.95448822681664,8761.60779998544,91.29363449691992,0.6845428735541402,58.77676412774092,SYNTHETIC_VOYAGER,0.07172923863889831,ism_boundary,2.836298643654193e-05,0.0,0.0,1.0,5.026548281802178,0.30901702866862707,0.04910173913572211
2012-03-23,0.22528673136017985,2.7340492482461096,97.30456224827897,8845.856519801731,91.3096052931782,0.6854945017485594,55.619770443792504,SYNTHETIC_VOYAGER,0.17585617694609293,ism_boundary,2.8499024737695144e-05,0.0,0.0,1.0,3.7699111891694557,-0.8090169915173097,0.12054844239506847
2012-03-24,0.25143531473502234,3.155011507277414,100.73284681681316,9262.821122514672,91.32557608943645,0.6864457019699773,55.75643324981953,SYNTHETIC_VOYAGER,0.06256766455223259,ism_boundary,2.9162966003120316e-05,0.0,0.0,1.0,2.513274156141378,-0.809017013930294,0.042949304414179365
2012-03-25,0.2551869015099446,3.4064362119270615,107.72402724760151,9391.35561007153,91.34154688569473,0.6873964687687917,71.24316927313765,SYNTHETIC_VOYAGER,0.09716631207323052,ism_boundary,2.9364607196673873e-05,0.0,0.0,1.0,1.256637093310978,0.30901696405996304,0.06679177980242507
2012-03-26,0.24027925345199744,3.0905537383236155,102.15203664208026,8995.158632401663,91.357517681953,0.6883467966911617,60.26469709070029,SYNTHETIC_VOYAGER,0.038508871486687433,ism_boundary,2.8738524468102843e-05,0.0,0.0,1.0,6.782556738471612e-10,1.0,0.02650745833205291
2012-03-27,0.22939188577875005,2.612369768124274,97.98429324591922,8471.947429964572,91.37348847821127,0.6892966802790612,64.4792921721196,SYNTHETIC_VOYAGER,0.14552606282528527,ism_boundary,2.7890203238473786e-05,0.0,0.0,1.0,5.026548274829764,0.30901702203746756,0.10031063199955123
2012-03-28,0.2344204648468941,2.8256602588792337,99.66077566349634,8560.905984509101,91.38945927446954,0.6902461140703274,61.47113886156641,SYNTHETIC_VOYAGER,0.0997958416863061,ism_boundary,2.8036249535179267e-05,0.0,0.0,1.0,3.769911182197042,-0.8090169956155916,0.06888369192435038
2012-03-29,0.26315224569515033,3.1063392627295263,105.51101321224375,9375.245004371824,91.40543007072782,0.6911950925987115,71.28092847368957,SYNTHETIC_VOYAGER,0.15852642226740352,ism_boundary,2.9339409307706884e-05,0.0,0.0,1.0,2.5132741789712867,-0.8090170273493767,0.10957268511846041
2012-03-30,0.2622818257284691,3.2962499405301533,106.05586200464012,9410.888507947086,91.42140086698608,0.6921436103939271,66.66743793312929,SYNTHETIC_VOYAGER,0.15001294103564616,ism_boundary,2.939512877229919e-05,0.0,0.0,1.0,1.2566370863385643,0.3090169706911226,0.10383049861422344
2012-03-31,0.262044495542979,3.0405286982248567,99.11796578598856,9340.156827207487,91.43737166324435,0.6930916619817055,61.11490290381283,SYNTHETIC_VOYAGER,0.14385320213886793,ism_boundary,2.9284454400995092e-05,0.0,0.0,1.0,6.283185300885428,1.0,0.0997034549518182
2012-04-01,0.22435156564318245,2.786479933515385,98.28363352969922,8571.271318606909,91.45334245950262,0.6940392418838391,61.29561137873951,SYNTHETIC_VOYAGER,0.20710827164769802,ism_boundary,2.805321720090573e-05,0.0,0.0,1.0,5.0265482678573505,0.3090170154063081,0.14374126784224056
2012-04-02,0.24099145115564508,2.9491832199574626,98.91780418256303,8497.322710676537,91.4693132557609,0.6949863446182368,60.12511398573564,SYNTHETIC_VOYAGER,0.05413282053098593,ism_boundary,2.7931940547994296e-05,0.0,0.0,1.0,3.769911175224628,-0.8090169997138735,0.03762157106470495
2012-04-03,0.25765116156028456,3.075462626295903,105.70425801775856,9491.080000620232,91.48528405201917,0.6959329646989731,66.17051262100519,SYNTHETIC_VOYAGER,0.09836849916337068,ism_boundary,2.952010310081751e-05,0.0,0.0,1.0,2.5132741421965505,-0.8090170057337304,0.06845788125575301
2012-04-04,0.25777384776841195,3.1759457690021664,107.33184203509482,9516.869416621928,91.50125484827744,0.6968790966363391,67.59558931772065,SYNTHETIC_VOYAGER,0.10545212460053235,ism_boundary,2.956018229940521e-05,0.0,0.0,1.0,1.256637109168473,0.309016948978589,0.07348738133000166
2012-04-05,0.24359214832296497,3.155087134238552,103.58411106767369,9161.34814408583,91.5172256445357,0.6978247349368923,65.08329999037419,SYNTHETIC_VOYAGER,0.023471927435845225,ism_boundary,2.900278789779024e-05,0.0,0.0,1.0,1.653575054660905e-08,0.9999999999999999,0.016379291541376666
