pulsar_name,ra_deg,dec_deg,period_ms,dm_pc_cm3,timing_rms_us,timespan_years,array,klein_timing_amplitude_ns,klein_snr,array_baseline_km,klein_correlation
J1196+4300,297.27752242217935,-1.6723908369776976,26.725451888431344,10.049530879300047,0.43354416356979164,7.4689605155392425,NANOGrav,2801938.399664477,6462.867304205844,4000,0.6211451576154515
J1260+4922,292.57087494941624,-16.034491362840154,15.57394588985813,5.193296779282498,0.570881957609888,6.413516615527555,IPTA,2801938.399664477,4908.087148865862,8000,0.38582130682912413
J1287+6823,227.32917899604485,-7.903718866896144,3.686436776196801,6.826551944089618,0.3576564875773459,15.78934462036157,NANOGrav,2801938.399664477,7834.160701638431,4000,0.6211451576154515
J1888+5453,47.101548766083226,33.59209038238688,22.16216916942638,30.04686628637362,0.5974941174148612,14.486344457062854,EPTA,2801938.399664477,4689.48282166767,3000,0.6996725373751304
J2185+8165,23.024625056223496,-57.015985061057805,15.410986419447658,10.634047618333552,1.5964751365506529,16.849532202808152,NANOGrav,2801938.399664477,1755.0780062371346,4000,0.6211451576154515
J1831+5812,206.53649325931374,10.757280884068889,13.335497939076117,13.075454418868723,0.41009451064120506,15.168767877150904,PPTA,2801938.399664477,6832.421129664706,4000,0.6211451576154515
J1862+4234,119.05461370272425,26.790707496671534,5.402848404183931,30.580238756838696,0.2821946816863043,16.044005672436654,PPTA,2801938.399664477,9929.097114520366,4000,0.6211451576154515
J1439+7011,63.292140932432815,-0.792727880120194,3.425292593483533,7.441904121647478,0.16491156810618382,12.353506168054974,NANOGrav,2801938.399664477,16990.550947040632,4000,0.6211451576154515
J1393+6416,315.3767207364416,-9.775532738331936,2.582892849883362,4.72370126946621,0.09803636277476736,16.847323962974748,NANOGrav,2801938.399664477,28580.603363486276,4000,0.6211451576154515
J1066+6329,160.2775355853654,-55.226954762037664,17.21326787653288,17.51780241079012,0.8508422969250391,12.71473461056687,NANOGrav,2801938.399664477,3293.134826266557,4000,0.6211451576154515
J1636+3419,50.18414399978656,11.206326877843932,15.751776647361575,58.1256843278454,0.3082356618826399,14.772309744420964,EPTA,2801938.399664477,9090.247320997236,3000,0.6996725373751304
J1328+4357,235.75814675385178,29.656980224635536,11.205910576669364,54.8087091130522,0.7213172152762594,14.911563407920733,NANOGrav,2801938.399664477,3884.474597755655,4000,0.6211451576154515
J2539+4035,113.74257659389194,-20.34617064740493,6.634407737427399,20.814393969402516,1.2269202372538974,9.478980330544925,PPTA,2801938.399664477,2283.716833896063,4000,0.6211451576154515
J1058+3810,9.464458869067114,-20.395003849680894,1.007533972998455,18.208339976880293,0.167490597968984,5.060757091179414,NANOGrav,2801938.399664477,16728.9294661384,4000,0.6211451576154515
J2797+7217,341.33490918405647,-0.433456051852579,10.897840527228858,6.713644387198898,0.28151071844388253,19.443165983604466,PPTA,2801938.399664477,9953.221018200864,4000,0.6211451576154515
J1270+5542,199.68309580049348,-58.56196969878404,2.888867653975128,47.17801199264847,1.6075329900198922,19.96010996806179,PPTA,2801938.399664477,1743.0052241912651,4000,0.6211451576154515
J2413+2410,126.90404346771243,-41.73746545563801,5.989567069425763,18.948482148574193,1.1021892262256856,5.3779464398715024,PPTA,2801938.399664477,2542.1573110992726,4000,0.6211451576154515
J1822+8138,90.04203896252092,-22.002845132073507,20.048114697535283,21.61592952992519,0.08482956348835645,16.951866393416978,IPTA,2801938.399664477,33030.211219335884,8000,0.38582130682912413
J1410+6924,182.59512286600477,6.013750578574137,12.57530279583216,29.124012642451795,0.23597189188615783,12.379549729860525,NANOGrav,2801938.399664477,11874.034560930853,4000,0.6211451576154515
J2167+7850,204.70383295604793,45.96556664955033,13.377419649479428,15.293790790271528,0.6050814983046476,7.1814573810037805,NANOGrav,2801938.399664477,4630.679350657903,4000,0.6211451576154515
J2167+6755,36.97847239849129,24.765294489934547,6.406256193876832,37.843906055728255,0.22708288624518747,14.653472145883251,EPTA,2801938.399664477,12338.835594326334,3000,0.6996725373751304
J1203+5005,217.26492740334305,12.971217172168785,4.01017862645044,3.623012634298828,0.26055343543653636,14.159144299456791,NANOGrav,2801938.399664477,10753.795646447932,4000,0.6211451576154515
J2193+3382,225.97391467350369,-19.536212141472127,1.187790022104555,62.22282123428044,0.19729522808077413,18.378122192449652,NANOGrav,2801938.399664477,14201.754532640509,4000,0.6211451576154515
J1040+0648,78.7519204951826,6.042307115547458,5.438871484206699,6.551796421608665,0.12892521008800473,6.625296356090684,IPTA,2801938.399664477,21733.052812183636,8000,0.38582130682912413
J1651+2095,160.00978115150184,-45.745307034109,38.99549730905092,400.6558182379985,0.2813223055850497,8.948659591861192,EPTA,2801938.399664477,9959.88709049376,3000,0.6996725373751304
J1793+2887,126.65682234054935,8.675008056861206,3.9852407365597475,8.49810680586047,0.2513325046355386,11.95713390479735,NANOGrav,2801938.399664477,11148.332778235805,4000,0.6211451576154515
J2210+1648,89.52571206989714,-0.2797592200158017,12.940402938550546,3.7903444893882967,0.1600222084856586,10.32326191891596,EPTA,2801938.399664477,17509.68460053212,3000,0.6996725373751304
J2695+6009,349.10516939436917,8.507245267696492,3.4321328616887126,20.991796629488594,0.19163656494730208,10.14917818573171,EPTA,2801938.399664477,14621.105322123567,3000,0.6996725373751304
J2065+5094,25.123163755024418,0.8110608176229702,3.3002869919774183,66.90075562568298,1.0663835672091293,11.81347669510804,NANOGrav,2801938.399664477,2627.5146071479053,4000,0.6211451576154515
J1721+8055,218.11650701824732,11.906661078419646,0.9409599562796831,41.84170219238293,0.31050636180540014,19.712782940154682,EPTA,2801938.399664477,9023.771311392651,3000,0.6996725373751304
J2984+6178,49.42020739822709,-55.448101472311905,3.374134154730762,47.800489647026026,1.090278698630304,13.375779758020306,NANOGrav,2801938.399664477,2569.928590904782,4000,0.6211451576154515
J1562+4160,22.996225954200483,50.99030454023981,18.26251881332679,29.503716108959903,0.34173798134725475,15.025229588129042,NANOGrav,2801938.399664477,8199.083954959358,4000,0.6211451576154515
J2180+3753,333.55007201207854,-52.00920805549444,14.150541665952478,2.5445809063662312,0.4468069294200446,6.694959935786304,NANOGrav,2801938.399664477,6271.0271823702315,4000,0.6211451576154515
J2923+3262,96.84587380193857,-33.312435159404984,15.362532181553897,59.9828071015747,0.2666910135912911,16.453714076521802,NANOGrav,2801938.399664477,10506.309762497282,4000,0.6211451576154515
J2634+0462,42.737096291865605,16.22615217927104,10.89622541150248,15.553522783347471,0.18718279331795865,17.03479762022393,NANOGrav,2801938.399664477,14968.995547069091,4000,0.6211451576154515
J2391+2640,329.06596135858626,-9.944585661456188,3.318261792133311,2.7570095414173568,0.9980772888259495,11.741961116286069,EPTA,2801938.399664477,2807.336096145852,3000,0.6996725373751304
J2631+7004,141.7747125472107,8.694472924632414,7.559061960597415,23.144896328598016,0.4835074654016681,17.14720631206911,EPTA,2801938.399664477,5795.026137469873,3000,0.6996725373751304
J2247+6206,98.8327188623392,-3.697762008010053,1.7154620293686376,10.382524856764912,0.20148439726991954,19.400309809278934,EPTA,2801938.399664477,13906.478306163064,3000,0.6996725373751304
J1984+8781,88.63400848719935,6.96497358549109,7.419468037625879,8.204201371165937,0.5517315341210188,15.167347517771537,PPTA,2801938.399664477,5078.445269814666,4000,0.6211451576154515
J1187+5181,36.279795563978475,80.64238713181258,5.198513411158393,18.38512928337809,1.0704510855739067,17.79580682471998,NANOGrav,2801938.399664477,2617.5305321515543,4000,0.6211451576154515
J1226+5973,222.1012098922268,-1.4227899577689997,11.55023922877446,25.950740427819493,0.966019690177532,5.486276771154536,EPTA,2801938.399664477,2900.498228094653,3000,0.6996725373751304
J1856+0203,46.96439054743551,-13.5587885425735,3.5445636199761617,38.823126271634266,0.2974268771487709,15.93013207145139,PPTA,2801938.399664477,9420.595833586909,4000,0.6211451576154515
J1155+4739,113.54623866000614,2.941927773512417,11.913324492156582,28.20690599728884,1.5186057815417824,10.774603186705676,PPTA,2801938.399664477,1845.0729173569825,4000,0.6211451576154515
J1348+6501,90.00853341750174,26.74611650320066,1.5109062268244422,23.15622725389423,0.22389598808612732,15.053437320968326,IPTA,2801938.399664477,12514.464522636465,8000,0.38582130682912413
J1160+1174,0.22179219355708213,19.206830268920175,5.58304293126812,34.37867450646313,0.35608669626662454,19.1948330023864,PPTA,2801938.399664477,7868.697227504645,4000,0.6211451576154515
J2313+1225,241.8714088852568,28.12588212829733,12.313920530330654,40.26323944982833,0.24559759790895005,19.629396526622294,PPTA,2801938.399664477,11408.655554942497,4000,0.6211451576154515
J1022+7946,140.64818581100113,34.11726913123515,9.142298244481587,34.25462748062162,0.1910183525804205,19.38763532171636,NANOGrav,2801938.399664477,14668.425111062745,4000,0.6211451576154515
J2566+3088,248.3624119629242,-25.9375393563261,4.081320247999005,7.179933760140094,0.6723291808108205,7.01740138324679,PPTA,2801938.399664477,4167.509725348191,4000,0.6211451576154515
J1393+3969,112.06961245716248,16.973842833788062,15.122806208835565,8.71304531081869,2.2946472300013214,14.072413232237647,EPTA,2801938.399664477,1221.0758861016136,3000,0.6996725373751304
J2626+7356,358.39883094992916,-0.4205537884666395,6.139021811910164,18.200723040171965,0.8319181375573839,12.439830568621439,EPTA,2801938.399664477,3368.045812646086,3000,0.6996725373751304
J1396+5623,10.155724797727057,-22.741124422106243,13.53782842123577,132.53334419893798,0.27493365103066764,9.215234659177133,PPTA,2801938.399664477,10191.325758635247,4000,0.6211451576154515
J1563+4913,242.04489263606584,-2.358579979489874,15.694956756898232,12.801520568760768,0.9893660702956822,10.522149410188117,NANOGrav,2801938.399664477,2832.0542656441503,4000,0.6211451576154515
J1218+5367,274.2468505589621,-46.3810557220332,3.3035466250827423,35.24509405866163,0.15923471633055772,13.808031460218407,IPTA,2801938.399664477,17596.278401048497,8000,0.38582130682912413
J1593+0064,317.984354306892,53.12931352303603,3.330841373415397,10.06939419790138,0.4953455429096627,13.062098994269041,NANOGrav,2801938.399664477,5656.532979394291,4000,0.6211451576154515
J2644+2481,153.43165997694547,-8.009052888945368,22.502133681899018,19.509332060366248,0.14356362475583026,19.311338173840575,EPTA,2801938.399664477,19517.049701342872,3000,0.6996725373751304
J2324+5223,293.956688951299,36.08989525182387,2.5867074815501585,11.94869151652838,0.7118802144157609,14.232227667933769,IPTA,2801938.399664477,3935.9689213500956,8000,0.38582130682912413
J1170+4696,321.5000097294979,-25.25451772221188,2.1283607472370294,14.652641797060555,0.10839158614441699,17.47321936959473,EPTA,2801938.399664477,25850.146670344657,3000,0.6996725373751304
J2875+0000,217.09440865059116,-25.425095119049242,3.2088991693103135,7.755688903014449,0.36416864066452587,18.00496526948474,NANOGrav,2801938.399664477,7694.068315579204,4000,0.6211451576154515
J2002+4160,339.3169031915303,13.677970438706783,4.045081635583318,8.862740744102595,0.9385149121679579,8.208765220544954,EPTA,2801938.399664477,2985.5022688899353,3000,0.6996725373751304
J1801+1096,40.332504111292266,71.8566165013651,12.834314340610325,18.70411281679347,0.30602023704028336,15.236693515376317,EPTA,2801938.399664477,9156.055909124862,3000,0.6996725373751304
J1446+7834,348.08917026289555,-15.216173973471399,2.235293502781817,11.21515832977618,0.7104654932467255,12.707022241834636,EPTA,2801938.399664477,3943.806456890707,3000,0.6996725373751304
J1542+1842,22.31321743261485,28.91338063082251,0.9143340282452098,9.348168501665993,0.7324472851970498,19.324680791481736,NANOGrav,2801938.399664477,3825.447177281397,4000,0.6211451576154515
J2564+2059,91.53655275759924,-58.01527024810407,2.115718757904031,124.16767278113055,0.6591016279433619,10.323527145470042,PPTA,2801938.399664477,4251.147745466127,4000,0.6211451576154515
J2536+8530,210.77434176053967,14.002391035093588,1.6688502450701206,4.953362665544705,1.071162151963429,5.053112555669719,NANOGrav,2801938.399664477,2615.792944633596,4000,0.6211451576154515
J1627+8716,273.4410046731745,7.802931653193151,5.205114627416686,45.32980607767218,0.28455100334232747,7.839460572714116,NANOGrav,2801938.399664477,9846.875838612386,4000,0.6211451576154515
