event_name,chirp_mass_msun,total_mass_msun,mass_ratio,effective_spin,distance_mpc,snr,false_alarm_rate,klein_epsilon_max,klein_frequency_hz
GW190428,36.33196542448208,52.756851074332566,0.1616737614814575,-0.08170862873071447,179.37369026170435,15.809373392410206,2.41065426436828e-12,0.26382996781886764,5.614722694946564
GW190429,20.062259529926294,80.69204970443597,0.3129938341338491,0.38749386622433735,581.4570566916698,11.158133314599358,7.19594853158836e-13,0.16956709668553524,5.6347590729664985
GW190430,46.964133723604995,25.49456821719646,0.1,-0.06801870810661176,292.20039878622345,12.614239667664904,4.8770624709369517e-14,0.26591334107869335,5.631094356450541
GW190431,17.84545873129778,37.88992218382527,0.1,-0.0758993118519751,253.78426672753463,11.444867283783836,1.1200344539464716e-12,0.1992659109612149,5.709489108804719
GW190432,49.10848989032243,45.695997423775076,0.25440025207089373,-0.1859339364865688,236.18634478248657,18.308243412587707,3.058753212179504e-13,0.2906831434607742,5.727073282263202
GW190433,12.742185397441558,104.45463175098317,0.20554877430765536,0.33377486881245155,1946.7156555549998,15.487814110189115,6.081443431362705e-12,0.14870297285441578,5.67090181702527
GW190434,21.083399128750575,176.12709165131275,0.19592011216241198,0.05655972245343628,654.708337553645,9.841198903619823,3.307464784839744e-13,0.18562046132241328,5.698958811943553
GW190435,15.578158330749146,47.2045236525803,0.340522375374686,0.5153331819187591,286.49486670172445,8.0,4.42473564968633e-12,0.12915810764771193,5.702998509061469
GW190436,32.87290689272658,96.59010949429309,0.23312131065305502,-0.40288481398383036,972.1258567511817,13.629302067812937,5.981793157452097e-13,0.2174816952798873,5.690924259339041
GW190437,19.908250360584866,72.92255189766509,0.3544284706290303,-0.031069524887715888,282.50034429598276,9.416274410361964,2.119767731717743e-12,0.20026600260625754,5.689163541860126
GW190438,40.44761039214846,37.710164051906304,0.10393102377876004,-0.021495240342504617,828.059232956355,15.69532620842238,3.1901283581872657e-13,0.3083807658932443,5.610933498237901
GW190439,32.91510270379943,98.40478332163474,0.2313317941555798,0.1408760136905865,269.9182226202648,8.0,3.874859436642279e-12,0.24206955424463034,5.658762783150077
GW190440,16.05579219673488,82.69532738181456,0.31560244893365536,0.06766976159815577,90.64065836295771,11.94668761549537,6.985969230895687e-13,0.1534350688092028,5.737661842162572
GW190441,19.944340952397244,65.52645579767741,0.14553898269361146,-0.22720677755205237,439.476815296252,8.0,2.5987026761171496e-12,0.2206060511445938,5.641658612902107
GW190442,26.3694983576178,52.97961207218853,0.3571437170072283,0.7756473344592288,728.984849025397,9.017919084279551,1.9952173243536477e-12,0.24491251447953866,5.708927850895812
GW190443,22.58237489025965,57.4184874844634,0.2791149403437898,0.03532837882948062,97.52634689226011,14.262796790606261,4.680763715103399e-14,0.24638459592803932,5.6883357720625165
GW190444,29.457209180554393,120.37998503346009,0.4286864004396493,0.3046707677971375,1640.3036108757592,18.083237328620044,3.8555949423090384e-10,0.2131097311122958,5.720037408965195
GW190445,37.657305745232144,102.55755219784467,0.16830709253971188,-0.27292182961376155,515.3126211374293,9.992282465942974,6.721551383614367e-13,0.303055401293721,5.6403692418097195
GW190446,28.770743145803156,149.71626789860176,0.10622444135684192,0.06789876013867699,1101.4919486807476,8.0,1.1964965007869105e-12,0.27417003687132135,5.665951412979184
GW190447,50.89960967701487,71.42245220144606,0.2293105223730252,0.29208868610826877,119.92028926111246,12.672055678286979,1.187149270765182e-12,0.34596512725715095,5.693328079341939
GW190448,17.886730325066807,129.5932460998753,0.3270070930921185,0.1426771546202883,273.741417997436,11.128877431499618,1.7894035801319477e-12,0.17720733185880466,5.728563251608642
GW190449,66.97545460800222,37.22406913151281,0.24287701678028115,-0.30890611076479624,329.2052360252733,26.912731253452993,2.5190921188814007e-12,0.38481525144217466,5.631054559667234
GW190450,15.784866590823912,100.3006777453324,0.5369999620466517,-0.4409228928475892,677.5689482005143,9.033273338574768,1.891774585423579e-12,0.16092991304307996,5.655057865625027
GW190451,69.59415771324346,177.517872060591,0.35561489535249513,-0.19258908349600967,420.4183772049,8.0,1.328337384168269e-12,0.3735446872299041,5.6611360030103395
GW190452,44.54537923033414,72.69629373190351,0.26461506191710965,-0.05864260833384701,225.65412376927551,8.343593279411417,2.466533373308558e-13,0.3305471007570485,5.689544907934895
GW190453,70.5631588882469,56.91296368242841,0.41083836001785773,0.08310699135508604,103.78148668553571,9.718101313632795,7.972953203588942e-13,0.3590761625677465,5.638677522398205
GW190454,65.31866833206678,85.65054186254699,0.3104156010410318,0.23114144231835204,243.68105230618738,19.347219297409783,1.0213523675702299e-13,0.3970332361125848,5.8113719310027365
GW190455,75.59941220668331,68.13571861577287,0.4443510797166648,0.008199797683954497,139.90769703870322,10.210998828490759,4.850227887966878e-13,0.38280284187557895,5.6244302880705686
GW190456,12.481888336943186,43.76054167810443,0.1,-0.18614283984154317,334.22222798815386,9.635776638469238,3.1819833716462415e-14,0.17314534597460843,5.72205141786901
GW190457,13.465544549569952,32.01557239341106,0.42619483285905235,-0.17349680802301767,115.50162005214472,14.968333578857273,2.766463555812027e-13,0.2021030440551063,5.634766406417043
GW190458,17.537503364766472,128.86851856577994,0.10280933922570762,-0.3675914666080631,417.7143382323172,14.546969591534387,3.4911386539301383e-12,0.16879689637721706,5.6672267576884945
GW190459,60.05584960345728,30.605982350384224,0.3267000786123506,0.2423060231017028,442.9147848943357,16.206364169024525,1.3237671228107238e-13,0.3951571526583176,5.729768189781364
GW190460,140.86504400309872,59.19181023347675,0.1,0.42252245463183397,188.5120673935876,17.80886383162388,7.615548546318875e-14,0.560019978818502,5.71038951095129
GW190461,20.033882624328104,75.5126470128698,0.388600608236511,0.43614655865032415,501.70432217413855,10.17861310176731,5.531591396604078e-12,0.18727928106429528,5.722502323856787
GW190462,15.677513876190089,45.11608988193818,0.1,0.2657529597918957,354.0739697623742,8.0,6.487911139412677e-15,0.15767366492142773,5.8041474222995095
GW190463,15.618882504161082,56.84396780219998,0.13108849640558395,-0.2585301433459574,612.2678897395049,8.133670612178731,7.167012805116421e-13,0.19508694830613782,5.715164930098104
GW190464,27.411363462423612,37.76380239216636,0.4570731375893893,-0.06574197166294135,195.19275273355285,17.930533562259154,6.403493861663679e-12,0.2266250659376951,5.789955684164607
GW190465,33.95808651703216,73.42693741243572,0.13746034265974372,0.21380012890933556,431.96007940260534,8.0,3.0739925469249035e-14,0.26456732030895735,5.730318580217065
GW190466,25.022654086574416,59.23249433355708,0.2775937011768739,0.16619417557184274,228.5710645677224,12.642777151779496,2.0767420040359607e-14,0.20933811072027142,5.697499944674887
GW190467,19.71707330297569,97.35337730315767,0.1517052488711384,-0.15050115160008024,116.97441266959103,25.850610199784327,5.1355768774771635e-14,0.21371843039320243,5.78173509142582
GW190468,39.260440650273296,39.82140949970269,0.5103649673167819,0.07663622228508962,180.3145216448324,16.12914167283026,4.179264915304676e-12,0.2946441222893387,5.694824993520554
GW190469,38.941097425710694,67.99584032136215,0.5294733136671212,-0.09081854585519432,693.7350933181137,8.0,7.487321937279542e-13,0.24167804325732398,5.671497900851817
