ell,Cl,err_Cl,binned
63,4.5684279213231886e+21,2.2842139606615943e+20,False
64,4.5244859555604144e+21,2.2622429777802075e+20,False
65,4.4815834891704855e+21,2.240791744585243e+20,False
66,4.439679737497639e+21,2.2198398687488197e+20,False
67,4.3987361269479894e+21,2.199368063473995e+20,False
68,4.358716143694739e+21,2.1793580718473698e+20,False
69,4.3195851948553614e+21,2.1597925974276807e+20,False
70,4.2813104809494e+21,2.1406552404747e+20,False
71,4.243860878575313e+21,2.1219304392876566e+20,False
72,4.207206832358742e+21,2.103603416179371e+20,False
73,4.171320255324977e+21,2.0856601276624886e+20,False
74,4.136174436936907e+21,2.0680872184684537e+20,False
75,4.1017439581180107e+21,2.0508719790590054e+20,False
76,4.0680046126491736e+21,2.0340023063245868e+20,False
77,4.0349333343896003e+21,2.0174666671948002e+20,False
78,4.002508129826635e+21,2.001254064913318e+20,False
79,3.9707080155078334e+21,1.9853540077539167e+20,False
80,3.939512959952012e+21,1.969756479976006e+20,False
81,3.9089038296744843e+21,1.9544519148372423e+20,False
82,3.8788623389963736e+21,1.939431169498187e+20,False
83,3.849371003338704e+21,1.924685501669352e+20,False
84,3.820413095729755e+21,1.9102065478648778e+20,False
85,3.791972606278993e+21,1.8959863031394966e+20,False
86,3.7640342043933016e+21,1.8820171021966508e+20,False
87,3.736583203531323e+21,1.8682916017656614e+20,False
88,3.7096055283099034e+21,1.8548027641549518e+20,False
89,3.6830876837928936e+21,1.841543841896447e+20,False
90,3.657016726807442e+21,1.828508363403721e+20,False
91,3.6313802391461545e+21,1.8156901195730774e+20,False
92,3.6061663025256e+21,1.8030831512628e+20,False
93,3.5813634751825497e+21,1.790681737591275e+20,False
94,3.556960769999214e+21,1.7784803849996072e+20,False
95,3.5329476340576624e+21,1.766473817028831e+20,False
96,3.509313929531743e+21,1.7546569647658716e+20,False
97,3.48604991583212e+21,1.74302495791606e+20,False
98,3.4631462329267105e+21,1.7315731164633553e+20,False
99,3.440593885764763e+21,1.7202969428823818e+20,False
100,3.4183842297382935e+21,1.7091921148691467e+20,False
101,3.396508957119435e+21,1.6982544785597176e+20,False
102,3.37496008441671e+21,1.687480042208355e+20,False
103,3.353729940597127e+21,1.6768649702985636e+20,False
104,3.3328111561246355e+21,1.6664055780623178e+20,False
105,3.3121966527685575e+21,1.656098326384279e+20,False
106,3.291879634138435e+21,1.6459398170692177e+20,False
107,3.2718535769042657e+21,1.6359267884521328e+20,False
108,3.252112222663194e+21,1.626056111331597e+20,False
109,3.232649570415668e+21,1.616324785207834e+20,False
110,3.2134598696156644e+21,1.6067299348078323e+20,False
111,3.194537613760972e+21,1.597268806880486e+20,False
112,3.175877534490633e+21,1.5879387672453166e+20,False
113,3.1574745961576173e+21,1.5787372980788088e+20,False
114,3.1393239908454514e+21,1.569661995422726e+20,False
115,3.1214211337981274e+21,1.560710566899064e+20,False
116,3.1037616592329135e+21,1.5518808296164567e+20,False
117,3.086341416505911e+21,1.5431707082529554e+20,False
118,3.0691564666002746e+21,1.5345782333001374e+20,False
119,3.0522030789068377e+21,1.526101539453419e+20,False
120,3.035477728266793e+21,1.5177388641333966e+20,False
121,3.018977092245672e+21,1.509488546122836e+20,False
122,3.0026980486074823e+21,1.5013490243037413e+20,False
123,2.986637672957412e+21,1.493318836478706e+20,False
124,2.9707932365209076e+21,1.4853966182604538e+20,False
125,2.9551622040263684e+21,1.4775811020131844e+20,False
126,2.9397422316580404e+21,1.4698711158290203e+20,False
127,2.924531165045116e+21,1.462265582522558e+20,False
128,2.909527037252301e+21,1.4547635186261505e+20,False
129,2.894728066736592e+21,1.447364033368296e+20,False
130,2.880132655234349e+21,1.4400663276171746e+20,False
131,2.865739385542285e+21,1.4328696927711425e+20,False
132,2.851547019155483e+21,1.4257735095777414e+20,False
133,2.8375544937252625e+21,1.4187772468626312e+20,False
134,2.823760920299417e+21,1.4118804601497086e+20,False
135,2.8101655803073093e+21,1.4050827901536548e+20,False
136,2.79676792225229e+21,1.3983839611261452e+20,False
137,2.783567558074199e+21,1.3917837790370996e+20,False
138,2.77056425914508e+21,1.38528212957254e+20,False
139,2.757757951861882e+21,1.3788789759309411e+20,False
140,2.7451487128008115e+21,1.3725743564004059e+20,False
141,2.732736763399023e+21,1.3663683816995116e+20,False
142,2.7205224641307953e+21,1.3602612320653977e+20,False
143,2.7085063081469144e+21,1.3542531540734573e+20,False
144,2.6966889143479283e+21,1.3483444571739642e+20,False
145,2.6850710198641607e+21,1.3425355099320805e+20,False
146,2.673653471917914e+21,1.3368267359589571e+20,False
147,2.6624372190461166e+21,1.3312186095230583e+20,False
148,2.6514233016648346e+21,1.3257116508324174e+20,False
149,2.6406128419605494e+21,1.3203064209802748e+20,False
150,2.630007033096901e+21,1.3150035165484507e+20,False
151,2.619607127729682e+21,1.3098035638648411e+20,False
152,2.6094144258272935e+21,1.3047072129136468e+20,False
153,2.599430261798586e+21,1.2997151308992931e+20,False
154,2.589655990934943e+21,1.2948279954674714e+20,False
155,2.5800929751787546e+21,1.2900464875893773e+20,False
156,2.5707425682358723e+21,1.2853712841179362e+20,False
157,2.5616061000553233e+21,1.2808030500276617e+20,False
158,2.552684860705456e+21,1.2763424303527282e+20,False
159,2.54398008368167e+21,1.2719900418408351e+20,False
160,2.5354929286870535e+21,1.2677464643435268e+20,False
161,2.5272244639334405e+21,1.2636122319667203e+20,False
162,2.5191756480166437e+21,1.259587824008322e+20,False
163,2.511347311425826e+21,1.2556736557129132e+20,False
164,2.503740137753181e+21,1.2518700688765904e+20,False
165,2.4963546446760924e+21,1.2481773223380463e+20,False
166,2.4891911647898606e+21,1.2445955823949303e+20,False
167,2.482249826374733e+21,1.2411249131873665e+20,False
168,2.4755305341863623e+21,1.2377652670931812e+20,False
169,2.469032950363896e+21,1.234516475181948e+20,False
170,2.4627564755545285e+21,1.2313782377772643e+20,False
171,2.456700230357605e+21,1.2283501151788027e+20,False
172,2.450863037195077e+21,1.2254315185975384e+20,False
173,2.4452434027182566e+21,1.2226217013591284e+20,False
174,2.439839500863427e+21,1.2199197504317135e+20,False
175,2.434649156670696e+21,1.217324578335348e+20,False
176,2.429669830981748e+21,1.214834915490874e+20,False
177,2.4248986061325777e+21,1.212449303066289e+20,False
178,2.4203321727569143e+21,1.2101660863784572e+20,False
179,2.415966817814988e+21,1.2079834089074942e+20,False
180,2.4117984139602e+21,1.2058992069801e+20,False
181,2.4078224103534457e+21,1.2039112051767229e+20,False
182,2.404033825031082e+21,1.202016912515541e+20,False
183,2.4004272389278605e+21,1.2002136194639303e+20,False
184,2.396996791650663e+21,1.1984983958253316e+20,False
185,2.393736179092372e+21,1.196868089546186e+20,False
186,2.390638652967983e+21,1.1953193264839916e+20,False
187,2.3876970223468534e+21,1.1938485111734267e+20,False
188,2.384903657246012e+21,1.1924518286230061e+20,False
189,2.3822504943397115e+21,1.1911252471698558e+20,False
190,2.379729044829851e+21,1.1898645224149256e+20,False
191,2.377330404510741e+21,1.1886652022553705e+20,False
192,2.3750452660498386e+21,1.1875226330249193e+20,False
193,2.372863933493711e+21,1.1864319667468557e+20,False
194,2.3707763389956306e+21,1.1853881694978153e+20,False
195,2.368772061747954e+21,1.1843860308739772e+20,False
196,2.366840349088856e+21,1.183420174544428e+20,False
197,2.3649701397392607e+21,1.1824850698696304e+20,False
198,2.36315008911186e+21,1.1815750445559302e+20,False
199,2.3613685966202586e+21,1.1806842983101294e+20,False
200,2.3596138349024473e+21,1.1798069174512237e+20,False
201,2.3578737808592006e+21,1.1789368904296004e+20,False
202,2.3561362483947047e+21,1.1780681241973524e+20,False
203,2.3543889227338393e+21,1.1771944613669197e+20,False
204,2.352619396178162e+21,1.176309698089081e+20,False
205,2.35081520515097e+21,1.1754076025754852e+20,False
206,2.3489638683707973e+21,1.1744819341853988e+20,False
207,2.347052925982572e+21,1.1735264629912861e+20,False
208,2.3450699794664593e+21,1.1725349897332297e+20,False
209,2.3430027321362298e+21,1.1715013660681149e+20,False
210,2.3408390300319015e+21,1.1704195150159508e+20,False
211,2.3385669030055033e+21,1.1692834515027517e+20,False
212,2.3361746057941667e+21,1.1680873028970834e+20,False
213,2.3336506588713952e+21,1.1668253294356976e+20,False
214,2.3309838888653347e+21,1.1654919444326674e+20,False
215,2.3281634683322884e+21,1.1640817341661443e+20,False
216,2.3251789546744963e+21,1.1625894773372482e+20,False
217,2.3220203279934064e+21,1.1610101639967033e+20,False
218,2.3186780276733434e+21,1.1593390138366717e+20,False
219,2.315142987495514e+21,1.157571493747757e+20,False
220,2.3114066690887645e+21,1.1557033345443824e+20,False
221,2.3074610935313416e+21,1.1537305467656708e+20,False
222,2.3032988709269993e+21,1.1516494354634998e+20,False
223,2.2989132277892613e+21,1.1494566138946308e+20,False
224,2.2942980320791765e+21,1.1471490160395883e+20,False
225,2.2894478157546434e+21,1.1447239078773218e+20,False
226,2.284357794703103e+21,1.1421788973515515e+20,False
227,2.2790238859440525e+21,1.1395119429720264e+20,False
228,2.273442722003319e+21,1.1367213610016596e+20,False
229,2.2676116623772103e+21,1.1338058311886052e+20,False
230,2.2615288020214672e+21,1.1307644010107337e+20,False
231,2.2551929768171626e+21,1.1275964884085814e+20,False
232,2.2486037659833113e+21,1.1243018829916556e+20,False
233,2.2417614914237167e+21,1.1208807457118585e+20,False
234,2.2346672140134766e+21,1.1173336070067384e+20,False
235,2.2273227268483881e+21,1.113661363424194e+20,False
236,2.2197305454980728e+21,1.1098652727490365e+20,False
237,2.2118938953209975e+21,1.1059469476604989e+20,False
238,2.2038166959163504e+21,1.1019083479581753e+20,False
239,2.1955035428040732e+21,1.0977517714020367e+20,False
240,2.1869596864398597e+21,1.0934798432199298e+20,False
241,2.1781910086867854e+21,1.0890955043433927e+20,False
242,2.1692039968790172e+21,1.0846019984395087e+20,False
243,2.160005715625998e+21,1.080002857812999e+20,False
244,2.1506037765172025e+21,1.0753018882586013e+20,False
245,2.141006305898216e+21,1.070503152949108e+20,False
246,2.1312219108982152e+21,1.0656109554491077e+20,False
247,2.1212596438970251e+21,1.0606298219485127e+20,False
248,2.1111289656266525e+21,1.0555644828133263e+20,False
249,2.1008397071075624e+21,1.0504198535537813e+20,False
250,2.0904020306239404e+21,1.0452010153119703e+20,False
251,2.0798263899447417e+21,1.0399131949723709e+20,False
252,2.0691234899985134e+21,1.0345617449992567e+20,False
253,2.0583042462097463e+21,1.0291521231048732e+20,False
254,2.0473797437029422e+21,1.0236898718514712e+20,False
255,2.036361196577664e+21,1.0181805982888321e+20,False
256,2.0252599074536547e+21,1.0126299537268274e+20,False
257,2.014087227479704e+21,1.0070436137398521e+20,False
258,2.0028545169933334e+21,1.0014272584966668e+20,False
259,1.9915731070107412e+21,9.957865535053706e+19,False
260,1.9802542617177274e+21,9.901271308588638e+19,False
261,1.9689091421227616e+21,9.844545710613809e+19,False
262,1.9575487710228702e+21,9.787743855114351e+19,False
263,1.946183999421893e+21,9.730919997109466e+19,False
264,1.9348254745288216e+21,9.67412737264411e+19,False
265,1.9234836094516005e+21,9.617418047258003e+19,False
266,1.9121685546890116e+21,9.560842773445059e+19,False
267,1.9008901715101617e+21,9.504450857550809e+19,False
268,1.8896580072977817e+21,9.44829003648891e+19,False
269,1.8784812729181353e+21,9.392406364590676e+19,False
270,1.8673688221668763e+21,9.336844110834382e+19,False
271,1.8563291333268828e+21,9.281645666634414e+19,False
272,1.8453702928608786e+21,9.226851464304394e+19,False
273,1.8344999812488013e+21,9.172499906244007e+19,False
274,1.8237254609673129e+21,9.118627304836565e+19,False
275,1.8130535665967618e+21,9.06526783298381e+19,False
276,1.8024906970292997e+21,9.012453485146499e+19,False
277,1.7920428097408674e+21,8.960214048704338e+19,False
278,1.7817154170793744e+21,8.908577085396872e+19,False
279,1.7715135845117143e+21,8.857567922558573e+19,False
280,1.7614419307633186e+21,8.807209653816594e+19,False
281,1.7515046297757672e+21,8.757523148878837e+19,False
282,1.7417054144006028e+21,8.708527072003015e+19,False
283,1.732047581740945e+21,8.660237908704726e+19,False
284,1.7225340000468004e+21,8.612670000234003e+19,False
285,1.713167117065065e+21,8.565835585325326e+19,False
286,1.7039489697412505e+21,8.519744848706252e+19,False
287,1.6948811951667177e+21,8.474405975833589e+19,False
288,1.6859650426629084e+21,8.429825213314543e+19,False
289,1.677201386892459e+21,8.386006934462295e+19,False
290,1.6685907418863528e+21,8.342953709431764e+19,False
291,1.6601332758762236e+21,8.300666379381118e+19,False
292,1.6518288268216285e+21,8.259144134108144e+19,False
293,1.643676918523469e+21,8.218384592617346e+19,False
294,1.6356767772167737e+21,8.178383886083868e+19,False
295,1.6278273485386199e+21,8.1391367426931e+19,False
296,1.6201273147701293e+21,8.100636573850647e+19,False
297,1.6125751122550868e+21,8.062875561275435e+19,False
298,1.6051689489018205e+21,8.025844744509102e+19,False
299,1.597906821679397e+21,7.989534108396985e+19,False
300,1.5907865340240158e+21,7.953932670120079e+19,False
301,1.5838057130765383e+21,7.919028565382691e+19,False
302,1.576961826677371e+21,7.884809133386855e+19,False
303,1.5702522000504382e+21,7.851261000252192e+19,False
304,1.5636740321135703e+21,7.818370160567851e+19,False
305,1.5572244113583172e+21,7.786122056791587e+19,False
306,1.5509003312479477e+21,7.75450165623974e+19,False
307,1.5446987050881004e+21,7.723493525440502e+19,False
308,1.5386163803302357e+21,7.693081901651178e+19,False
309,1.532650152273623e+21,7.663250761368116e+19,False
310,1.5267967771370733e+21,7.633983885685367e+19,False
311,1.5210529844769349e+21,7.605264922384674e+19,False
312,1.5154154889330127e+21,7.577077444665064e+19,False
313,1.5098810012890064e+21,7.549405006445032e+19,False
314,1.504446238838753e+21,7.522231194193766e+19,False
315,1.4991079350540223e+21,7.495539675270111e+19,False
316,1.4938628485538086e+21,7.469314242769043e+19,False
317,1.488707771378966e+21,7.44353885689483e+19,False
318,1.4836395365796854e+21,7.418197682898428e+19,False
319,1.4786550251266318e+21,7.39327512563316e+19,False
320,1.473751172159614e+21,7.36875586079807e+19,False
321,1.4689249725904113e+21,7.3446248629520564e+19,False
322,1.464173486078827e+21,7.3208674303941345e+19,False
323,1.4594938414031946e+21,7.297469207015974e+19,False
324,1.4548832402484534e+21,7.274416201242267e+19,False
325,1.4503389604364833e+21,7.251694802182417e+19,False
326,1.4458583586247284e+21,7.2292917931236426e+19,False
327,1.441438872500211e+21,7.207194362501055e+19,False
328,1.4370780224968186e+21,7.185390112484093e+19,False
329,1.4327734130643968e+21,7.163867065321984e+19,False
330,1.428522733518469e+21,7.142613667592345e+19,False
331,1.4243237584996218e+21,7.121618792498109e+19,False
332,1.4201743480715286e+21,7.1008717403576435e+19,False
333,1.4160724474863944e+21,7.080362237431972e+19,False
334,1.412016086646217e+21,7.0600804332310856e+19,False
335,1.4080033792877737e+21,7.040016896438868e+19,False
336,1.4040325219185708e+21,7.020162609592854e+19,False
337,1.4001017925302802e+21,7.0005089626514014e+19,False
338,1.3962095491152866e+21,6.981047745576433e+19,False
339,1.3923542280110835e+21,6.961771140055418e+19,False
340,1.3885343420962156e+21,6.942671710481079e+19,False
341,1.3847484788604233e+21,6.923742394302117e+19,False
342,1.3809952983705332e+21,6.9049764918526665e+19,False
343,1.377273531152505e+21,6.886367655762525e+19,False
344,1.3735819760089028e+21,6.8679098800445145e+19,False
345,1.369919497789862e+21,6.84959748894931e+19,False
346,1.3662850251345038e+21,6.831425125672519e+19,False
347,1.3626775481985472e+21,6.8133877409927365e+19,False
348,1.3590961163827644e+21,6.795480581913822e+19,False
349,1.3555398360757924e+21,6.777699180378962e+19,False
350,1.3520078684237267e+21,6.7600393421186335e+19,False
351,1.348499427137891e+21,6.742497135689456e+19,False
352,1.3450137763511387e+21,6.725068881755694e+19,False
353,1.3415502285321006e+21,6.707751142660503e+19,False
354,1.3381081424658673e+21,6.690540712329337e+19,False
355,1.334686921308711e+21,6.673434606543555e+19,False
356,1.3312860107236618e+21,6.6564300536183095e+19,False
357,1.3279048971029593e+21,6.639524485514797e+19,False
358,1.3245431058827109e+21,6.622715529413555e+19,False
359,1.3212001999544123e+21,6.606000999772062e+19,False
360,1.3178757781774008e+21,6.589378890887004e+19,False
361,1.314569473995733e+21,6.572847369978665e+19,False
362,1.3112809541625e+21,6.5564047708125e+19,False
363,1.3080099175741323e+21,6.540049587870662e+19,False
364,1.3047560942168234e+21,6.523780471084117e+19,False
365,1.3015192442268893e+21,6.507596221134447e+19,False
366,1.298299157066496e+21,6.49149578533248e+19,False
367,1.2950956508159824e+21,6.475478254079912e+19,False
368,1.291908571583704e+21,6.45954285791852e+19,False
369,1.2887377930341675e+21,6.443688965170838e+19,False
370,1.2855832160350215e+21,6.427916080175107e+19,False
371,1.28244476842334e+21,6.4122238421167e+19,False
372,1.2793224048915062e+21,6.396612024457531e+19,False
373,1.2762161069929194e+21,6.3810805349645976e+19,False
374,1.2731258832676525e+21,6.365629416338263e+19,False
375,1.2700517694881338e+21,6.35025884744067e+19,False
376,1.266993829024874e+21,6.334969145124371e+19,False
377,1.263952153332215e+21,6.319760766661075e+19,False
378,1.26092686255403e+21,6.3046343127701496e+19,False
379,1.2579181062492898e+21,6.2895905312464495e+19,False
380,1.2549260642373473e+21,6.274630321186737e+19,False
381,1.2519509475627696e+21,6.259754737813848e+19,False
382,1.248992999579497e+21,6.2449649978974855e+19,False
383,1.2460524971540393e+21,6.230262485770197e+19,False
384,1.243129751987368e+21,6.2156487599368405e+19,False
385,1.240225112055052e+21,6.20112556027526e+19,False
386,1.2373389631651143e+21,6.186694815825572e+19,False
387,1.2344717306329283e+21,6.1723586531646415e+19,False
388,1.2316238810723556e+21,6.158119405361778e+19,False
389,1.2287959243021253e+21,6.143979621510627e+19,False
390,1.2259884153662957e+21,6.1299420768314786e+19,False
391,1.2232019566673663e+21,6.116009783336832e+19,False
392,1.2204372002103854e+21,6.102186001051927e+19,False
393,1.217694849956094e+21,6.08847424978047e+19,False
394,1.2149756642808132e+21,6.074878321404066e+19,False
395,1.2122804585404417e+21,6.061402292702209e+19,False
396,1.209610107735519e+21,6.048050538677595e+19,False
397,1.2069655492738823e+21,6.0348277463694115e+19,False
398,1.2043477858269704e+21,6.0217389291348525e+19,False
399,1.2017578882753243e+21,6.008789441376622e+19,False
400,1.1991969987382828e+21,5.9959849936914145e+19,False
401,1.1966663336822815e+21,5.9833316684114076e+19,False
402,1.1941671871015451e+21,5.970835935507726e+19,False
403,1.1917009337642957e+21,5.958504668821479e+19,False
404,1.1892690325169027e+21,5.946345162584514e+19,False
405,1.1868730296376641e+21,5.934365148188321e+19,False
406,1.1845145622311375e+21,5.922572811155688e+19,False
407,1.18219536165314e+21,5.9109768082657e+19,False
408,1.1799172569556991e+21,5.899586284778496e+19,False
409,1.1776821783403856e+21,5.888410891701928e+19,False
410,1.175492160607555e+21,5.8774608030377755e+19,False
411,1.1733493465881357e+21,5.866746732940679e+19,False
412,1.1712559905436635e+21,5.856279952718318e+19,False
413,1.1692144615193206e+21,5.846072307596603e+19,False
414,1.1672272466337884e+21,5.836136233168942e+19,False
415,1.1652969542887662e+21,5.826484771443832e+19,False
416,1.1634263172800405e+21,5.817131586400203e+19,False
417,1.1616181957910457e+21,5.808090978955229e+19,False
418,1.1598755802489038e+21,5.799377901244519e+19,False
419,1.1582015940220146e+21,5.791007970110073e+19,False
420,1.1565994959373403e+21,5.782997479686702e+19,False
421,1.1550726825946863e+21,5.775363412973432e+19,False
422,1.1536246904544113e+21,5.768123452272057e+19,False
423,1.152259197674222e+21,5.76129598837111e+19,False
424,1.1509800256699702e+21,5.754900128349851e+19,False
425,1.1497911403746685e+21,5.748955701873343e+19,False
426,1.1486966531693536e+21,5.7434832658467684e+19,False
427,1.1477008214588722e+21,5.738504107294361e+19,False
428,1.1468080488652172e+21,5.734040244326086e+19,False
429,1.1460228850106899e+21,5.7301144250534494e+19,False
430,1.1453500248629067e+21,5.726750124314534e+19,False
431,1.1447943076135169e+21,5.723971538067585e+19,False
432,1.1443607150624961e+21,5.721803575312481e+19,False
433,1.1440543694799531e+21,5.720271847399766e+19,False
434,1.1438805309176641e+21,5.719402654588321e+19,False
435,1.1438445939429068e+21,5.719222969714534e+19,False
436,1.1439520837677125e+21,5.719760418838563e+19,False
437,1.1442086517473688e+21,5.721043258736844e+19,False
438,1.1446200702228407e+21,5.723100351114204e+19,False
439,1.1451922266828471e+21,5.725961133414236e+19,False
440,1.1459311172225158e+21,5.729655586112579e+19,False
441,1.1468428392769746e+21,5.734214196384874e+19,False
442,1.1479335836097947e+21,5.739667918048974e+19,False
443,1.1492096255380028e+21,5.746048127690015e+19,False
444,1.1506773153773525e+21,5.753386576886763e+19,False
445,1.1523430680937103e+21,5.761715340468552e+19,False
446,1.1542133521487916e+21,5.771066760743958e+19,False
447,1.156294677531039e+21,5.781473387655195e+19,False
448,1.1585935829652126e+21,5.792967914826063e+19,False
449,1.1611166222971887e+21,5.805583111485944e+19,False
450,1.1638703500536379e+21,5.81935175026819e+19,False
451,1.166861306179557e+21,5.834306530897786e+19,False
452,1.170095999960128e+21,5.85047999980064e+19,False
453,1.173580893137069e+21,5.867904465685345e+19,False
454,1.1773223822334359e+21,5.88661191116718e+19,False
455,1.1813267801048343e+21,5.906633900524172e+19,False
456,1.1856002967390905e+21,5.928001483695453e+19,False
457,1.1901490193306702e+21,5.950745096653351e+19,False
458,1.1949788916604535e+21,5.974894458302267e+19,False
459,1.2000956928159095e+21,6.000478464079548e+19,False
460,1.2055050152911891e+21,6.027525076455946e+19,False
461,1.2112122425112003e+21,6.056061212556001e+19,False
462,1.217222525828303e+21,6.086112629141515e+19,False
463,1.2235407610448265e+21,6.117703805224133e+19,False
464,1.2301715645191695e+21,6.150857822595848e+19,False
465,1.2371192489177708e+21,6.1855962445888545e+19,False
466,1.2443877986796773e+21,6.221938993398387e+19,False
467,1.2519808452647896e+21,6.259904226323948e+19,False
468,1.259901642261114e+21,6.299508211305571e+19,False
469,1.2681530404304296e+21,6.340765202152148e+19,False
470,1.2767374627756908e+21,6.383687313878454e+19,False
471,1.285656879717199e+21,6.428284398585996e+19,False
472,1.2949127844680468e+21,6.474563922340234e+19,False
473,1.3045061687025585e+21,6.522530843512793e+19,False
474,1.3144374986143776e+21,6.572187493071888e+19,False
475,1.3247066914634442e+21,6.623533457317221e+19,False
476,1.3353130927133958e+21,6.676565463566979e+19,False
477,1.3462554538627936e+21,6.7312772693139685e+19,False
478,1.3575319110750886e+21,6.787659555375443e+19,False
479,1.3691399647133143e+21,6.845699823566572e+19,False
480,1.381076459886128e+21,6.90538229943064e+19,False
481,1.3933375681119962e+21,6.966687840559981e+19,False
482,1.405918770208004e+21,7.029593851040021e+19,False
483,1.418814840508957e+21,7.094074202544786e+19,False
484,1.4320198325211234e+21,7.160099162605617e+19,False
485,1.4455270661130897e+21,7.227635330565449e+19,False
486,1.459329116343843e+21,7.2966455817192145e+19,False
487,1.4734178040252122e+21,7.367089020126061e+19,False
488,1.4877841881123463e+21,7.438920940561732e+19,False
489,1.502418560011846e+21,7.51209280005923e+19,False
490,1.5173104398925855e+21,7.586552199462928e+19,False
491,1.5324485750791125e+21,7.662242875395564e+19,False
492,1.5478209406018553e+21,7.739104703009278e+19,False
493,1.5634147419721499e+21,7.81707370986075e+19,False
494,1.5792164202434037e+21,7.89608210121702e+19,False
495,1.5952116594124936e+21,7.976058297062469e+19,False
496,1.6113853962078197e+21,8.056926981039099e+19,False
497,1.6277218323023394e+21,8.138609161511697e+19,False
498,1.6442044489813087e+21,8.221022244906544e+19,False
499,1.6608160242855898e+21,8.30408012142795e+19,False
500,1.6775386526420548e+21,8.387693263210275e+19,False
501,1.6943537669830347e+21,8.471768834915174e+19,False
502,1.7112421633468937e+21,8.556210816734469e+19,False
503,1.728184027941694e+21,8.64092013970847e+19,False
504,1.745158966643625e+21,8.725794833218126e+19,False
505,1.762146036891446e+21,8.810730184457229e+19,False
506,1.7791237819276704e+21,8.895618909638353e+19,False
507,1.796070267326667e+21,8.980351336633336e+19,False
508,1.8129631197392926e+21,9.064815598696464e+19,False
509,1.829779567773245e+21,9.148897838866226e+19,False
510,1.846496484917929e+21,9.232482424589646e+19,False
511,1.8630904344125094e+21,9.315452172062548e+19,False
512,1.879537715945867e+21,9.397688579729336e+19,False
513,1.8958144140675766e+21,9.479072070337883e+19,False
514,1.9118964481796958e+21,9.559482240898479e+19,False
515,1.9277596239703292e+21,9.638798119851647e+19,False
516,1.9433796861414594e+21,9.716898430707297e+19,False
517,1.958732372275652e+21,9.793661861378261e+19,False
